ds,actual_sales,yhat,yhat_lower,yhat_upper
2014-06-07,5304.516823847316,5304.516823847316,4774.0651414625845,5834.968506232049
2014-06-08,3626.74879299416,3626.74879299416,3264.073913694744,3989.423672293576
2014-06-09,7865.490381822392,7865.490381822392,7078.941343640153,8652.039420004632
2014-06-10,6216.925678472377,6216.925678472377,5595.2331106251395,6838.618246319615
2014-06-11,7962.181008278161,7962.181008278161,7165.9629074503455,8758.399109105978
2014-06-12,8318.005522534488,8318.005522534488,7486.204970281039,9149.806074787937
2014-06-13,6323.871408378964,6323.871408378964,5691.484267541067,6956.258549216861
2014-06-14,5717.064976980027,5717.064976980027,5145.358479282024,6288.771474678029
2014-06-15,5157.683493768736,5157.683493768736,4641.915144391863,5673.451843145611
2014-06-16,7927.08064772509,7927.08064772509,7134.372582952581,8719.788712497599
2014-06-17,8990.330943122555,8990.330943122555,8091.2978488103,9889.364037434812
2014-06-18,6837.522678693599,6837.522678693599,6153.77041082424,7521.2749465629595
2014-06-19,6319.407100643099,6319.407100643099,5687.466390578789,6951.347810707409
2014-06-20,6174.724963304712,6174.724963304712,5557.2524669742415,6792.197459635184
2014-06-21,3888.325012156293,3888.325012156293,3499.4925109406636,4277.1575133719225
2014-06-22,4622.25658049438,4622.25658049438,4160.030922444942,5084.482238543818
2014-06-23,7383.898090135441,7383.898090135441,6645.508281121897,8122.287899148985
2014-06-24,7314.022783383082,7314.022783383082,6582.620505044774,8045.425061721391
2014-06-25,7859.9810282448725,7859.9810282448725,7073.982925420385,8645.97913106936
2014-06-26,7042.147871011856,7042.147871011856,6337.933083910671,7746.362658113043
2014-06-27,8479.91287867803,8479.91287867803,7631.921590810227,9327.904166545834
2014-06-28,4418.3419685108,4418.3419685108,3976.50777165972,4860.1761653618805
2014-06-29,7402.506417623754,7402.506417623754,6662.255775861378,8142.75705938613
2014-06-30,7649.070602407773,7649.070602407773,6884.163542166995,8413.97766264855
2014-07-01,6167.033948496842,6167.033948496842,5550.330553647158,6783.737343346526
2014-07-02,5954.9790335214475,5954.9790335214475,5359.481130169303,6550.476936873592
2014-07-03,7510.916389925169,7510.916389925169,6759.824750932652,8262.008028917686
2014-07-04,6808.446424410984,6808.446424410984,6127.601781969885,7489.291066852083
2014-07-05,5404.845392445022,5404.845392445022,4864.36085320052,5945.329931689525
2014-07-06,5167.583113866611,5167.583113866611,4650.8248024799495,5684.341425253272
2014-07-07,6974.832537207554,6974.832537207554,6277.349283486799,7672.31579092831
2014-07-08,6207.902593147561,6207.902593147561,5587.112333832805,6828.692852462317
2014-07-09,5547.774644312285,5547.774644312285,4992.997179881057,6102.5521087435145
2014-07-10,6624.921957395178,6624.921957395178,5962.4297616556605,7287.414153134696
2014-07-11,7937.538748664239,7937.538748664239,7143.784873797816,8731.292623530664
2014-07-12,4941.913251570697,4941.913251570697,4447.721926413627,5436.104576727767
2014-07-13,3489.7297703777767,3489.7297703777767,3140.756793339999,3838.7027474155548
2014-07-14,7288.739297981781,7288.739297981781,6559.865368183603,8017.613227779961
2014-07-15,7514.110753949492,7514.110753949492,6762.699678554543,8265.521829344443
2014-07-16,6259.047599106348,6259.047599106348,5633.142839195713,6884.952359016983
2014-07-17,7311.615405274701,7311.615405274701,6580.453864747231,8042.776945802171
2014-07-18,7231.954567988042,7231.954567988042,6508.759111189238,7955.150024786847
2014-07-19,3650.675108423513,3650.675108423513,3285.607597581162,4015.7426192658645
2014-07-20,5163.156189280757,5163.156189280757,4646.840570352681,5679.471808208833
2014-07-21,7787.281684647255,7787.281684647255,7008.55351618253,8566.009853111982
2014-07-22,8328.846747106798,8328.846747106798,7495.962072396118,9161.731421817478
2014-07-23,8319.745726694717,8319.745726694717,7487.771154025245,9151.72029936419
2014-07-24,5909.267442450388,5909.267442450388,5318.340698205349,6500.194186695428
2014-07-25,6370.944758164812,6370.944758164812,5733.85028234833,7008.039233981293
2014-07-26,5402.660115836718,5402.660115836718,4862.394104253047,5942.926127420391
2014-07-27,5417.0750309731175,5417.0750309731175,4875.3675278758055,5958.782534070429
2014-07-28,7894.300662311767,7894.300662311767,7104.870596080591,8683.730728542945
2014-07-29,11257.120720820962,11257.120720820962,10131.408648738865,12382.832792903058
2014-07-30,8001.2265374469835,8001.2265374469835,7201.103883702285,8801.349191191683
2014-07-31,8592.65240660009,8592.65240660009,7733.38716594008,9451.9176472601
2014-08-01,8438.636371621169,8438.636371621169,7594.772734459052,9282.500008783287
2014-08-02,5660.039565354953,5660.039565354953,5094.035608819458,6226.043521890449
2014-08-03,4712.792779805868,4712.792779805868,4241.513501825281,5184.072057786455
2014-08-04,8330.957971098365,8330.957971098365,7497.862173988529,9164.053768208203
2014-08-05,6829.826610442477,6829.826610442477,6146.84394939823,7512.809271486726
2014-08-06,7397.2556337628985,7397.2556337628985,6657.530070386609,8136.981197139189
2014-08-07,7180.884200933955,7180.884200933955,6462.79578084056,7898.972621027351
2014-08-08,7781.038013956871,7781.038013956871,7002.934212561184,8559.14181535256
2014-08-09,7469.867845583198,7469.867845583198,6722.881061024878,8216.854630141519
2014-08-10,3310.860779867927,3310.860779867927,2979.774701881134,3641.94685785472
2014-08-11,8488.540045113117,8488.540045113117,7639.686040601806,9337.39404962443
2014-08-12,6225.361377773519,6225.361377773519,5602.8252399961675,6847.8975155508715
2014-08-13,7402.6397039585945,7402.6397039585945,6662.375733562735,8142.903674354455
2014-08-14,9000.703631118859,9000.703631118859,8100.633268006973,9900.773994230745
2014-08-15,8013.891669804936,8013.891669804936,7212.502502824443,8815.28083678543
2014-08-16,4247.680036939235,4247.680036939235,3822.9120332453117,4672.448040633159
2014-08-17,4636.242523464715,4636.242523464715,4172.618271118244,5099.866775811187
2014-08-18,8746.745180418331,8746.745180418331,7872.070662376498,9621.419698460166
2014-08-19,7377.2440415151905,7377.2440415151905,6639.519637363672,8114.96844566671
2014-08-20,8365.156674084614,8365.156674084614,7528.641006676153,9201.672341493077
2014-08-21,8235.970324968846,8235.970324968846,7412.373292471962,9059.567357465732
2014-08-22,7581.10015991383,7581.10015991383,6822.990143922447,8339.210175905213
2014-08-23,7661.005823046876,7661.005823046876,6894.905240742189,8427.106405351564
2014-08-24,6179.96104393583,6179.96104393583,5561.9649395422475,6797.957148329414
2014-08-25,6337.957307424066,6337.957307424066,5704.161576681659,6971.753038166474
2014-08-26,8594.145417652064,8594.145417652064,7734.730875886858,9453.55995941727
2014-08-27,7791.037941208094,7791.037941208094,7011.934147087284,8570.141735328903
2014-08-28,9350.920718674595,9350.920718674595,8415.828646807136,10286.012790542056
2014-08-29,7752.146715647128,7752.146715647128,6976.932044082416,8527.361387211842
2014-08-30,5612.831475004361,5612.831475004361,5051.548327503925,6174.114622504798
2014-08-31,6264.005777798687,6264.005777798687,5637.605200018818,6890.406355578556
2014-09-01,9551.937219376003,9551.937219376003,8596.743497438403,10507.130941313604
2014-09-02,7534.0051010503785,7534.0051010503785,6780.6045909453405,8287.405611155416
2014-09-03,8448.371619297639,8448.371619297639,7603.534457367875,9293.208781227404
2014-09-04,8356.937272991869,8356.937272991869,7521.243545692682,9192.631000291056
2014-09-05,8227.987843999977,8227.987843999977,7405.18905959998,9050.786628399976
2014-09-06,7719.562627867444,7719.562627867444,6947.606365080699,8491.518890654188
2014-09-07,6392.585190375396,6392.585190375396,5753.326671337857,7031.843709412937
2014-09-08,7771.14703164898,7771.14703164898,6994.032328484082,8548.26173481388
2014-09-09,10000.887704936215,10000.887704936215,9000.798934442593,11000.976475429838
2014-09-10,11256.531491608313,11256.531491608313,10130.878342447482,12382.184640769146
2014-09-11,10218.530504499031,10218.530504499031,9196.677454049128,11240.383554948934
2014-09-12,7718.711180052186,7718.711180052186,6946.840062046967,8490.582298057405
2014-09-13,5709.3715520186615,5709.3715520186615,5138.434396816796,6280.308707220528
2014-09-14,7495.599452674006,7495.599452674006,6746.0395074066055,8245.159397941406
2014-09-15,8688.268976486946,8688.268976486946,7819.442078838252,9557.095874135643
2014-09-16,9892.930977890705,9892.930977890705,8903.637880101634,10882.224075679776
2014-09-17,10277.170897139466,10277.170897139466,9249.45380742552,11304.887986853413
2014-09-18,8629.268836149673,8629.268836149673,7766.341952534706,9492.19571976464
2014-09-19,9550.55849204182,9550.55849204182,8595.502642837639,10505.614341246004
2014-09-20,3201.5161920437126,3201.5161920437126,2881.3645728393412,3521.667811248084
2014-09-21,5454.584640498253,5454.584640498253,4909.126176448428,6000.043104548079
2014-09-22,9520.34977125689,9520.34977125689,8568.314794131202,10472.38474838258
2014-09-23,8579.75525720994,8579.75525720994,7721.779731488946,9437.730782930934
2014-09-24,11514.715862582063,11514.715862582063,10363.244276323858,12666.18744884027
2014-09-25,8507.059439018689,8507.059439018689,7656.35349511682,9357.76538292056
2014-09-26,9552.167217508439,9552.167217508439,8596.950495757595,10507.383939259284
2014-09-27,6828.955023350508,6828.955023350508,6146.059521015457,7511.85052568556
2014-09-28,8176.283371560458,8176.283371560458,7358.655034404413,8993.911708716505
2014-09-29,8721.914296979736,8721.914296979736,7849.722867281763,9594.10572667771
2014-09-30,11376.253747075605,11376.253747075605,10238.628372368044,12513.879121783166
2014-10-01,10278.673154800279,10278.673154800279,9250.805839320252,11306.540470280308
2014-10-02,9342.302405270586,9342.302405270586,8408.072164743528,10276.532645797646
2014-10-03,10841.290654849381,10841.290654849381,9757.161589364443,11925.419720334321
2014-10-04,7155.428199415157,7155.428199415157,6439.8853794736415,7870.971019356673
2014-10-05,6393.044500716764,6393.044500716764,5753.740050645088,7032.348950788441
2014-10-06,10614.99148414323,10614.99148414323,9553.492335728906,11676.490632557554
2014-10-07,10215.115446448926,10215.115446448926,9193.603901804034,11236.626991093819
2014-10-08,10769.112644844776,10769.112644844776,9692.201380360299,11846.023909329255
2014-10-09,11372.80315727444,11372.80315727444,10235.522841546997,12510.083473001885
2014-10-10,12351.66174279372,12351.66174279372,11116.495568514349,13586.827917073093
2014-10-11,5975.84916044114,5975.84916044114,5378.264244397026,6573.434076485255
2014-10-12,9383.175411694525,9383.175411694525,8444.857870525073,10321.492952863979
2014-10-13,8977.689746202695,8977.689746202695,8079.920771582426,9875.458720822966
2014-10-14,10832.389821188153,10832.389821188153,9749.150839069338,11915.62880330697
2014-10-15,11626.706872694775,11626.706872694775,10464.036185425297,12789.377559964252
2014-10-16,11373.39820953645,11373.39820953645,10236.058388582805,12510.738030490096
2014-10-17,10523.510020862239,10523.510020862239,9471.159018776016,11575.861022948464
2014-10-18,7258.4003607789155,7258.4003607789155,6532.560324701024,7984.240396856808
2014-10-19,7009.075188315358,7009.075188315358,6308.1676694838225,7709.982707146894
2014-10-20,10716.820366916134,10716.820366916134,9645.138330224521,11788.502403607748
2014-10-21,12208.5836816881,12208.5836816881,10987.72531351929,13429.44204985691
2014-10-22,11768.503977000644,11768.503977000644,10591.65357930058,12945.35437470071
2014-10-23,10770.781250757393,10770.781250757393,9693.703125681654,11847.859375833134
2014-10-24,12415.173611485918,12415.173611485918,11173.656250337326,13656.690972634511
2014-10-25,8018.714411162807,8018.714411162807,7216.842970046526,8820.585852279088
2014-10-26,8558.410059326125,8558.410059326125,7702.569053393512,9414.251065258737
2014-10-27,12298.786667172577,12298.786667172577,11068.90800045532,13528.665333889836
2014-10-28,10890.62053245234,10890.62053245234,9801.558479207106,11979.682585697576
2014-10-29,11209.499594760558,11209.499594760558,10088.549635284502,12330.449554236615
2014-10-30,12566.632384764129,12566.632384764129,11309.969146287716,13823.295623240543
2014-10-31,12478.946036594134,12478.946036594134,11231.05143293472,13726.84064025355
2014-11-01,7924.016753780204,7924.016753780204,7131.615078402184,8716.418429158226
2014-11-02,8094.480760447381,8094.480760447381,7285.032684402643,8903.92883649212
2014-11-03,13291.284460724575,13291.284460724575,11962.156014652119,14620.412906797033
2014-11-04,11469.460922935132,11469.460922935132,10322.51483064162,12616.407015228646
2014-11-05,12655.052114949713,12655.052114949713,11389.546903454742,13920.557326444685
2014-11-06,11952.180745284646,11952.180745284646,10756.962670756182,13147.398819813112
2014-11-07,11982.593810357219,11982.593810357219,10784.334429321498,13180.853191392942
2014-11-08,9262.541144404537,9262.541144404537,8336.287029964084,10188.795258844992
2014-11-09,9019.066136529973,9019.066136529973,8117.159522876976,9920.972750182971
2014-11-10,13148.25654126257,13148.25654126257,11833.430887136314,14463.082195388828
2014-11-11,13683.92924027328,13683.92924027328,12315.536316245953,15052.32216430061
2014-11-12,12442.576592028203,12442.576592028203,11198.318932825383,13686.834251231025
2014-11-13,13146.05448055333,13146.05448055333,11831.449032497998,14460.659928608664
2014-11-14,12195.757775678878,12195.757775678878,10976.181998110991,13415.333553246766
2014-11-15,8689.052896550404,8689.052896550404,7820.147606895363,9557.958186205446
2014-11-16,8261.860635705698,8261.860635705698,7435.674572135128,9088.046699276269
2014-11-17,12725.036010032862,12725.036010032862,11452.532409029576,13997.539611036149
2014-11-18,13262.57891190306,13262.57891190306,11936.321020712754,14588.836803093367
2014-11-19,11887.919105090952,11887.919105090952,10699.127194581857,13076.711015600049
2014-11-20,14836.56994702264,14836.56994702264,13352.912952320376,16320.226941724904
2014-11-21,11775.522269889854,11775.522269889854,10597.97004290087,12953.07449687884
2014-11-22,7331.278082445849,7331.278082445849,6598.1502742012635,8064.405890690434
2014-11-23,9727.54644805702,9727.54644805702,8754.791803251319,10700.301092862725
2014-11-24,13681.052023375378,13681.052023375378,12312.94682103784,15049.157225712917
2014-11-25,13548.017691798723,13548.017691798723,12193.21592261885,14902.819460978597
2014-11-26,13586.014647449882,13586.014647449882,12227.413182704893,14944.616112194872
2014-11-27,12978.44670143701,12978.44670143701,11680.602031293309,14276.291371580712
2014-11-28,12125.707083278336,12125.707083278336,10913.136374950502,13338.27779160617
2014-11-29,8778.780472470946,8778.780472470946,7900.902425223851,9656.658519718041
2014-11-30,8046.299447774456,8046.299447774456,7241.669502997011,8850.929392551901
2014-12-01,14090.25603108606,14090.25603108606,12681.230427977454,15499.281634194667
2014-12-02,12997.231634866273,12997.231634866273,11697.508471379646,14296.954798352903
2014-12-03,12347.144397987342,12347.144397987342,11112.429958188608,13581.858837786078
2014-12-04,12878.8001245819,12878.8001245819,11590.92011212371,14166.68013704009
2014-12-05,13639.845754425785,13639.845754425785,12275.861178983207,15003.830329868366
2014-12-06,8271.488116835755,8271.488116835755,7444.33930515218,9098.636928519332
2014-12-07,8029.708089751981,8029.708089751981,7226.737280776783,8832.67889872718
2014-12-08,13545.81557418383,13545.81557418383,12191.234016765447,14900.397131602214
2014-12-09,13570.485617093782,13570.485617093782,12213.437055384404,14927.534178803162
2014-12-10,12841.114987413112,12841.114987413112,11557.0034886718,14125.226486154424
2014-12-11,12898.701042020257,12898.701042020257,11608.830937818231,14188.571146222284
2014-12-12,13622.606424080828,13622.606424080828,12260.345781672746,14984.867066488912
2014-12-13,7492.251471682344,7492.251471682344,6743.0263245141105,8241.47661885058
2014-12-14,7545.586520237534,7545.586520237534,6791.027868213781,8300.14517226129
2014-12-15,12729.322084262425,12729.322084262425,11456.389875836183,14002.254292688669
2014-12-16,13251.624070074085,13251.624070074085,11926.461663066677,14576.786477081496
2014-12-17,13792.392928095407,13792.392928095407,12413.153635285867,15171.632220904949
2014-12-18,14972.360378442309,14972.360378442309,13475.124340598079,16469.596416286542
2014-12-19,14369.28293937355,14369.28293937355,12932.354645436195,15806.211233310907
2014-12-20,8856.953995961409,8856.953995961409,7971.258596365268,9742.64939555755
2014-12-21,9006.414997608937,9006.414997608937,8105.773497848044,9907.056497369833
