ds,yhat,yhat_lower,yhat_upper
2014-06-29,6529.352128451577,-447.3681809252585,12930.025076863067
2014-06-30,5578.78781726682,-1255.2560540042805,11690.496843196699
2014-07-01,6504.567361897585,163.90458744079362,13598.664556844951
2014-07-02,7129.2303899283315,878.5516995142378,13516.505385286033
2014-07-03,6382.417046477881,198.7566628018141,13150.279960036101
2014-07-04,6512.992199333612,-68.40867056963532,13351.067289455923
2014-07-06,7173.812354517627,810.1673999148685,14323.16270387776
2014-07-07,6227.6260345783285,-354.2290345286011,12914.456328535118
2014-07-10,6945.519231342293,38.776214681556276,13714.009823981172
2014-07-13,7538.638591295614,1076.1453104728344,14363.28679198691
2014-07-14,6511.654816525337,-392.08868984624024,13257.62777651225
2014-07-15,7340.049894833907,663.6051722040755,13679.250003584495
2014-07-16,7850.485590624813,1208.092086875741,14436.697564389828
2014-07-17,6976.784739551634,1116.6729224721837,13542.405571169542
2014-07-19,7055.269547157659,710.2717707537229,13752.794745064572
2014-07-20,7350.812296644673,667.1278350005358,14059.600103054263
2014-07-22,7049.850932714871,214.89614133798258,13459.413752107506
2014-07-23,7525.78687773406,684.6419205329753,14342.526922679033
2014-07-24,6629.7145588116955,224.20612253566915,13107.953824012775
2014-07-25,6614.0994124970675,-144.04587732218573,13203.762622150485
2014-07-26,6699.501623899399,-319.0024501170651,13193.185667536909
2014-07-27,7008.042676630761,415.2648840214265,13669.569065743202
2014-07-28,5948.360087537668,-1011.2328411036826,12677.826074552806
2014-07-29,6763.64030433842,44.11409032062117,13186.187598807934
2014-07-30,7280.4853882954285,565.4811789064208,14754.025650334042
2014-07-31,6431.869859267391,60.57649512135407,13173.068650045245
2014-08-01,6468.285237782702,-116.88182544624502,13298.799661764231
2014-08-02,6608.535668570419,166.64246363281353,12993.719003043405
2014-08-03,6972.853316295181,563.8908163403929,13888.316581713629
2014-08-04,5968.178033472,-383.0474898492415,12568.15378289872
2014-08-05,6835.567260188457,440.924204885484,14053.4212846724
2014-08-07,6593.562643839218,-296.54608009213337,13582.137884045307
2014-08-08,6664.691048098685,-869.3423850300882,13451.092945079476
2014-08-09,6831.369080790662,-305.451288255505,13159.261236223365
2014-08-11,6216.177998251604,-463.71660593958944,13062.10938186011
2014-08-12,7081.36559554625,191.2682461754312,13947.699817137182
2014-08-13,7633.993960725282,1007.7382624755065,14448.431166682378
2014-08-14,6806.077791016136,-68.26097633801443,13446.761946668674
2014-08-15,6846.93409659556,-557.8305130051258,13312.235553108754
2014-08-16,6975.299637861585,407.7407910617508,13817.576559297915
2014-08-17,7311.63036858884,589.0528194900907,14177.749424500573
2014-08-21,6680.583701597371,-384.3854639744652,13324.468185492155
2014-08-22,6662.060073156395,76.50348131022746,13682.273254377264
2014-08-24,7014.504314359643,373.21367814658726,13614.044221684262
2014-08-26,6681.999191912885,292.42917049369873,13546.924507692162
2014-08-27,7138.428123836827,564.2847273702117,14194.51954610874
2014-08-30,6236.045775695819,53.636966665383845,12962.971672801687
2014-08-31,6511.940588216577,-633.6294619150675,12698.684455708955
2014-09-01,5416.782805184538,-1352.8349358622204,12236.93225602106
2014-09-02,6192.252274960985,-408.4585965508562,13243.998387805832
2014-09-03,6666.367366623971,-158.68360734494493,13624.668674342196
2014-09-04,5773.066306886201,-665.9606455858624,12522.014421992733
2014-09-05,5762.199474039179,-1017.020937865346,12380.474601050097
2014-09-06,5853.590485249015,-1191.7356338137347,12605.94047343584
2014-09-07,6168.1053910735745,-616.9049056778283,12565.345203989862
2014-09-08,5114.265465057169,-1856.000898305551,11508.535180752373
2014-09-10,6449.1834792388845,-88.73843646244528,12533.676337295923
2014-09-11,5598.000641693391,-1458.6051830788797,12439.061357138105
2014-09-12,5627.317124611669,-1425.8816772544799,12100.899802180273
2014-09-13,5756.135461407574,-1032.3030015399424,12462.697761811269
2014-09-14,6104.53862467653,-15.38456988971748,12742.313253653107
2014-09-17,6460.855902352693,-36.148750062458305,13196.146354200617
2014-09-18,5625.051809680605,-1202.8272259896623,12202.04111158074
2014-09-19,5664.694178377956,-1165.2520923610623,12209.211497708664
2014-09-20,5799.0689666505,-1151.233261892395,12366.71804537023
2014-09-21,6148.591833156346,-478.7250155025705,12738.705994225993
2014-09-22,5121.960425136051,-1491.7315751163503,12139.966679497446
2014-09-24,6487.026386579824,-518.0212709160292,13439.430688489043
2014-09-25,5640.385787206268,-882.6841210145924,12234.91874046327
2014-09-26,5667.789609337165,-577.1552530835761,12449.148875488552
2014-09-28,6126.057918491529,-632.3598993488434,12629.028202938665
2014-09-29,5087.495951821252,-1331.2090503143077,11914.354847546187
2014-10-01,6432.574431660189,-411.2809316517161,12968.054329471424
2014-10-03,5601.6582305256925,-1118.0565645148074,12479.213212907498
2014-10-04,5720.794100764394,-993.1888083572696,12740.309760691767
2014-10-05,6057.4541748614765,-470.1431632504293,12458.697951702403
2014-10-07,5851.0982568957415,-1049.983532022977,12239.366648489546
2014-10-08,6375.777383621146,223.744243084151,13295.080023083878
2014-10-09,5529.057295689927,-1335.302352503794,12138.35575399897
2014-10-10,5559.107552178385,-1170.554616788845,12428.089138459098
2014-10-11,5685.736072539912,-338.46827048203755,12433.989202601588
2014-10-12,6029.434425964181,-762.8568623510583,12210.239386503523
2014-10-13,4999.34616926347,-1636.9099440649766,11481.691338798702
2014-10-15,6361.352844741702,-106.01997305118746,12372.476076827508
2014-10-16,5515.36511902236,-1321.7182327344867,12138.08237399246
2014-10-17,5543.649828440629,-914.3572885999196,12504.618663209512
2014-10-19,6002.903069224244,-199.18803965905906,12562.981811639285
2014-10-21,5787.255366692214,-636.7922217173382,12477.366389753039
2014-10-22,6302.025129914884,-669.2979252143899,13098.317058362523
2014-10-23,5442.506286249651,-1454.6013569790791,12089.701415610503
2014-10-24,5456.862172428217,-1138.8355827021098,11862.172496934687
2014-10-26,5890.467164098415,-796.9957887482543,13044.113691084307
2014-10-28,5658.069071359954,-1072.1603537175217,12884.08643349412
2014-10-30,5312.5076099455,-1514.6004623740484,12097.809940767189
2014-10-31,5334.441548259125,-1043.5038022393792,11814.865882437181
2014-11-01,5457.116820250198,-1182.7940166459439,12097.07849065926
2014-11-02,5802.369767838045,-1184.7750239403042,12880.281028125792
2014-11-04,5632.51234901016,-812.5630661463407,12547.448217420919
2014-11-05,6186.412553769866,22.60627856363261,12737.314731714781
2014-11-06,5378.081187137691,-968.754387230396,11825.856600305051
2014-11-07,5455.502763894772,-730.4453860790933,12453.681443591939
2014-11-09,6050.832162016185,-407.6474651770286,13173.492585447802
2014-11-10,5099.793748887594,-1937.4875951523231,11802.75338700786
2014-11-11,6023.533911927179,-1039.21856559633,13150.360854237426
2014-11-13,5916.243138719526,-1042.933338572387,12513.19955235092
2014-11-14,6065.1318207333425,-608.3417001960635,12653.553185268669
2014-11-17,5896.298508648185,-1008.2893257330367,12411.968714330997
2014-11-20,6826.688792087541,216.10706684689626,13337.123581160044
2014-11-22,7247.148547221577,195.6844029242958,14441.666219153161
2014-11-23,7712.09830277588,1131.4999366394352,14138.790159510116
2014-11-24,6795.177585621352,391.5964417413266,13308.355750655075
2014-11-26,8349.819834855309,1993.8274428689153,15181.345399167389
2014-11-27,7583.449336272584,1127.289021231199,14331.507937632348
2014-11-28,7678.178879314787,1218.8720626930753,14087.856996836063
2014-11-29,7853.919149971969,1634.2244668034984,14575.755950731076
2014-11-30,8230.97473522124,1738.2501389383788,15003.154165189255
2014-12-01,7219.90092328958,501.7261997251128,14077.217096889346
2014-12-03,8574.20804921504,1932.7040173717176,14789.355965765175
2014-12-04,7706.012042623743,997.4032385935146,14639.07373405328
2014-12-05,7700.371598360186,1140.5750505386939,13848.932361479177
2014-12-06,7779.326351648821,960.3707094838993,14620.178073492854
2014-12-07,8065.140697731317,1829.4781776874652,14524.528209252341
2014-12-08,6970.381510065695,372.55405026892913,13498.017269221307
2014-12-09,7733.082821294442,1323.2444469815005,14243.116268359225
2014-12-10,8185.694425710689,1438.6563943226818,14784.171001137587
2014-12-11,7265.19743449895,723.2777433503036,13939.17569228158
2014-12-14,7545.438499255933,781.9444010894819,14309.350582018928
2014-12-15,6451.618844229191,-414.2306410576727,13079.290433478174
2014-12-16,7228.305212576685,664.0001753176253,13924.507905230472
2014-12-17,7707.4975927046935,1679.7696430926935,14563.739949382896
2014-12-19,6828.52479276781,-20.03296074728774,13450.898622877012
2014-12-20,6938.466189223112,484.57776984500873,13562.561749899061
2014-12-21,7275.97255243808,520.886514586302,13965.525042316984
2014-12-22,6252.046049476394,-848.6258764689062,12735.448426000796
2014-12-24,7655.156172950045,1362.880938851566,14195.941490987634
2014-12-25,6846.539638740863,251.73584886353075,13537.116265984585
2014-12-26,6920.396201555772,50.460391184116496,13027.318427453136
2014-12-28,7493.022462845757,1169.7562243441937,13791.698405319221
2015-01-01,7207.2299859530785,491.78019431110647,13598.56281768906
2015-01-02,7288.741570834784,780.0170141206769,14201.353439367716
2015-01-03,7460.033204848256,952.3913284940942,14118.992190373112
2015-01-04,7840.253572878496,1091.5397448555586,14686.379622634313
2015-01-05,6839.570786058573,71.91975966228911,13583.82699544431
2015-01-06,7691.707322651552,1472.177398119046,15003.511699947307
2015-01-07,8227.19579176581,1416.7118342232152,15241.351073697242
2015-01-09,7397.760241088505,479.04607862144627,14391.706900783769
2015-01-11,7805.4636313824585,1057.9037125754235,14491.331185167868
2015-01-13,7506.201384833281,1262.0216950956913,14084.533439460545
2015-01-14,7968.445103912755,1477.7919107663988,14718.001529178713
2015-01-15,7052.965797532397,260.74242606221384,13626.285495326541
2015-01-16,7006.321164525526,149.9830973344754,13671.6700315551
2015-01-17,7051.309111216562,797.3488282906821,14038.501407935568
2015-01-19,6196.812151883152,-416.46060772052823,12573.466854402583
2015-01-22,6475.555370550429,406.7637580027303,12924.076396794888
2015-01-23,6437.98868230212,-76.48744525271466,13212.459184133484
2015-01-24,6504.013764941282,397.74331378490416,13232.853035110576
2015-01-25,6795.5296613245655,369.3121558725914,13216.020403290773
2015-01-26,5725.5936706769735,-1213.9782801991178,12227.179900959081
2015-01-28,7038.035678748385,964.6148439126279,13610.689571653671
2015-01-29,6189.185574944385,-72.2357121700352,12889.353268793084
2015-01-30,6227.067032774696,-59.65047956182767,12579.572167059672
2015-01-31,6372.898390763736,-145.06083565285914,13043.86484019114
2015-02-01,6746.916899676024,328.0687591743836,13472.050089613529
2015-02-02,5760.667804580906,-1093.6649528412083,12259.94121542255
2015-02-03,6646.819955465762,95.97561157485345,13033.783272908297
2015-02-05,6464.851015096972,-332.07434667169935,13162.983768741537
2015-02-06,6574.52172176688,25.070907064724807,13584.42605909096
2015-02-07,6785.70106831976,163.437723025806,13740.472334096668
2015-02-08,7217.522195092317,671.3120007180912,14386.176135343356
2015-02-09,6280.791184031225,-557.3678449762443,12903.784062944746
2015-02-10,7207.139087066383,1138.5711060077685,14122.31261483224
2015-02-14,7409.071001823439,923.7314943232915,13997.02202754348
2015-02-15,7832.155320626283,809.1797331899681,13861.03170748473
2015-02-16,6877.715075546768,509.21459221162837,13514.23996728548
2015-02-17,7777.6558030864335,985.2493604687711,14370.42112629529
2015-02-18,8363.94110026372,1866.8554156976334,15481.919368802086
2015-02-19,7572.023372464537,1127.1701665912121,13898.39377092899
2015-02-20,7645.362567514207,699.6215124767283,14324.376935279359
2015-02-21,7805.222622409193,1316.9874868452994,14033.427453810305
2015-02-22,8171.982957446191,1868.7226759967823,14605.532560683208
2015-02-24,7996.443231117855,974.5525946825361,13997.815546286045
2015-02-25,8519.767222060993,1498.8841256685166,15607.510905849409
2015-02-26,7664.608978862052,528.2035365386322,14201.695629477284
2015-02-27,7674.988755401057,938.3998310936656,14239.328466484281
2015-02-28,7772.969300197782,1338.117413390343,14291.885608292441
2015-03-02,7008.043610129732,408.55856857603106,13580.99760266208
2015-03-03,7791.097524352653,1366.7221004410317,14564.964952414317
2015-03-04,8262.446511059066,1425.8767554429905,14313.662095280153
2015-03-05,7358.956502287217,951.7198196118854,14422.618674508565
2015-03-07,7382.012202305097,737.4805504166961,14100.25306295203
2015-03-09,6548.568803205503,-134.66583963113638,13154.004231022127
2015-03-10,7303.879054720717,935.1719262259058,14288.931401797594
2015-03-11,7752.106766337084,1424.9201843338406,14594.305892411414
2015-03-12,6830.345063847095,-10.245791910536783,13516.086931004165
2015-03-14,6831.261226527998,453.7729853771002,13435.87983554232
2015-03-15,7097.793526202236,436.6216519762825,13262.962417390412
2015-03-16,5996.036819785591,-937.8775587562022,12898.730923469237
2015-03-17,6758.238544950072,102.47939056207701,13191.065450987013
2015-03-18,7218.802660549829,437.26736201873314,13904.40339513218
2015-03-19,6315.0145455224265,-366.41212890272004,13167.795937881536
2015-03-21,6368.315875698034,-399.73297538772545,12636.638143994012
2015-03-23,5607.419123782288,-1092.952837188109,12514.567829097205
2015-03-24,6414.460525925298,-730.0768000769839,12905.693045525471
2015-03-25,6924.69766316943,81.78024032898766,13227.69766240431
2015-03-26,6075.094574317894,-725.3048207721884,12465.031093723766
2015-03-27,6108.632979565833,-899.9680721260165,13003.591958953106
2015-03-29,6611.730909161783,-285.56553664531947,12888.182017692216
2015-03-30,5614.891551747603,-1149.301716481085,12450.362838574008
2015-03-31,6487.198059517968,-247.59201648732017,12505.329592871825
2015-04-01,7062.072766808754,648.8057907877582,13288.84294549221
2015-04-02,6275.403436055552,-306.30838594676817,12686.576779055858
2015-04-03,6368.696434658666,-40.26961860635525,12468.976883358368
2015-04-04,6562.817920710796,-701.2865811235126,13236.935419501997
2015-04-06,6023.014589740144,-830.1783057603427,12893.645444247044
2015-04-08,7530.431858479792,777.8580110413131,13500.083856407957
2015-04-09,6759.311465804593,366.2642307314433,13856.599494782007
2015-04-10,6857.124414971264,115.96275482340499,13232.740368580398
2015-04-11,7044.212602670063,515.9384370643248,13810.532437804217
2015-04-12,7439.303925209074,1025.774656067086,13798.23422738835
2015-04-14,7318.508132273768,827.4445818365513,14192.753844091028
2015-04-15,7864.428848847941,1252.902244803585,14694.83725301717
2015-04-17,7050.8580746239295,106.97515307460958,13628.463402322735
2015-04-19,7458.663990617541,576.9271068733462,14143.232645097467
2015-04-20,6378.059082491272,-148.85691083151738,13013.736677995672
2015-04-21,7142.73903205457,273.0066510525778,13425.476312566612
2015-04-22,7588.271852605754,340.7207044710158,14486.69355300235
2015-04-23,6652.896730624794,-360.60696152863505,13019.527549696575
2015-04-24,6579.980544699263,110.24773223135129,13338.142035435552
2015-04-25,6593.687779163722,200.83911515868377,13143.70999175256
2015-04-26,6816.620141273248,-86.81802794981425,13417.592296588593
2015-04-27,5665.290173780512,-977.0396231551185,12415.822139931035
2015-04-28,6371.772620041531,-659.1270417934087,12749.279477195561
2015-04-29,6773.798341766504,-209.38146493077258,13237.78859051739
2015-04-30,5811.401722811279,-282.5843796664942,12683.218250172358
2015-05-05,5675.342209779162,-1166.6786635923193,12624.271097317764
2015-05-06,6163.997198128103,-346.628868494844,13223.607536880552
2015-05-07,5306.090633279477,-1074.3107705837253,12057.379402642022
2015-05-09,5502.335772308986,-1131.211931289221,12589.216953710398
2015-05-10,5900.843246695519,-1251.6772055223505,12703.570143759847
2015-05-11,4954.352114021646,-1534.4405837239913,11715.771614809786
2015-05-13,6545.6340476537425,-258.88179378185254,13488.42175019817
2015-05-14,5853.6654327752185,-980.2969277963178,12536.098030180492
2015-05-15,6054.397779149638,-189.55569738243668,12698.173540415675
2015-05-16,6367.946225524482,-671.328035530589,12816.558995903426
2015-05-17,6911.889630516112,143.2350258888669,13777.942195184534
2015-05-18,6097.6401030946245,-280.4592858570798,13192.861429437206
2015-05-19,7150.183675704358,615.6365223181733,13222.863071521528
2015-05-20,7901.453029733779,1271.9258140396869,14854.824409990084
2015-05-21,7285.097636055669,771.0729729368968,14364.866927901601
2015-05-22,7538.123095313065,717.1751753062549,13918.932220566494
2015-05-26,8589.366265847559,2103.986169570537,15649.34054612213
2015-05-27,9265.287573481812,2632.1778054847164,15974.867104737572
2015-05-29,8680.976845087935,1854.9776676929275,15635.511792981573
2015-05-30,8880.265074239747,2357.2016529193147,15615.210724903605
2015-06-01,8254.800860669666,1155.281197388345,14924.18121571292
2015-06-03,9555.421714679202,2518.9532886312413,16433.236149226872
2015-06-04,8643.423233172605,2027.6448955705678,15139.073957116425
2015-06-05,8578.224424275153,1334.306836253445,15880.650011222739
2015-06-07,8785.869948206677,2107.8755346918274,16001.183388329917
2015-06-08,7599.672965889015,564.6686208473179,14228.45747217817
2015-06-10,8597.195589835806,1616.1007940310549,14941.882826405395
2015-06-11,7562.177541459727,1035.4357607751872,14019.640960070343
2015-06-15,6258.466567846567,-779.5708258669443,12839.419515472984
2015-06-16,6912.769291882236,515.4891495378961,13626.56360336537
2015-06-17,7274.894790370013,509.6566554874778,14098.699126004016
2015-06-18,6285.360615422676,-380.31063088535007,13214.544093584442
2015-06-21,6455.407691138507,-244.94182644424265,12895.123577719802
2015-06-22,5361.278013307065,-1690.3556141015797,12271.285107423819
2015-06-24,6649.462729204812,-279.5396663163952,13440.993497271575
2015-06-25,5805.581503003823,-860.0153525005011,12323.672955712065
2015-06-27,6016.3877574202625,-495.9284588070652,13484.50639278576
2015-06-29,5451.074729889801,-1295.56003037997,12154.930139564603
2015-06-30,6360.788114148195,-325.08690585068666,13110.123046654386
2015-07-01,6974.406666338917,-209.32762372580308,13540.489335692448
2015-07-03,6356.327734246853,-429.505797687839,12817.903476148707
2015-07-04,6581.760129405342,-160.12429863965883,13635.574761951624
2015-07-05,7021.3335353626235,609.5658425643683,13341.457256055935
2015-07-06,6088.3288977975235,-685.6545131504208,12511.233371973412
2015-07-07,7006.63582901433,790.0664499323677,13404.639721005882
2015-07-09,6839.437406266939,138.59857212399675,13442.753164599915
2015-07-10,6928.501077299239,565.7232421907768,13707.357605106052
2015-07-11,7100.900155448092,595.8026377118476,14008.835480301068
2015-07-12,7476.369541013738,855.7781797039496,13867.405532289864
2015-07-13,6470.609140702799,-319.6166369053876,12855.75843350061
2015-07-14,7309.574657822243,846.8695231462347,13965.989554861902
2015-07-16,6974.626180789283,-46.53439408318436,13741.473193975007
2015-07-17,6980.070467098016,32.2325207930087,13191.481448251221
2015-07-18,7072.138488587025,522.3698550681835,14161.471634808517
2015-07-19,7372.679452960087,31.305019894725007,14098.177582781576
2015-07-21,7079.698391348822,-125.75248318603582,13755.429332138958
2015-07-23,6659.222202670549,340.1083614058682,13429.158296754778
2015-07-24,6639.315839318451,-122.86003845647713,13684.360453240686
2015-07-25,6718.097784719379,171.79922269856021,13413.532234286213
2015-07-26,7017.294046187295,295.99951893730776,13453.01981671511
2015-07-27,5954.369729092269,-504.4059247237294,12683.838755232842
2015-07-28,6755.452728213536,450.0375125091304,13375.049138526374
2015-07-29,7259.140051010205,632.8453343008615,13568.59274599244
2015-07-31,6430.248763395655,-290.684726095588,13080.806826705662
2015-08-01,6559.780229028681,88.36229072055308,13320.935158665172
2015-08-02,6912.978726383597,1125.017994611795,13706.708397837096
