Order Date,Category,Sub-Category,Region,Segment,Sales,Quantity,Discount,Profit
2014-02-18,Technology,Accessories,East,Consumer,3314.0402564389847,4,0.15,648.6575698969626
2014-02-18,Technology,Machines,Central,Consumer,1499.746657134439,1,0.1,314.0607099353596
2014-02-18,Furniture,Tables,East,Home Office,1415.9169145678716,2,0.2,366.83510260778644
2014-02-18,Office Supplies,Storage,West,Corporate,1563.17644045738,7,0.0,304.17397244593553
2014-02-19,Technology,Phones,South,Home Office,3529.896830387101,7,0.0,1401.730481928672
2014-02-19,Technology,Accessories,Central,Consumer,80.74107355675989,2,0.2,27.422492154328452
2014-02-19,Technology,Copiers,South,Home Office,7983.886062160032,4,0.0,1010.464756784257
2014-02-19,Furniture,Chairs,East,Consumer,1373.719342398887,9,0.0,249.338428410466
2014-02-19,Technology,Accessories,East,Consumer,7439.943588772404,9,0.0,1910.2483518207832
2014-02-19,Office Supplies,Storage,West,Corporate,367.47454455639934,1,0.0,75.84183921623554
2014-02-20,Furniture,Chairs,South,Home Office,1125.211577641014,9,0.0,244.72118825085724
2014-02-20,Office Supplies,Storage,Central,Home Office,283.03551116326156,5,0.15,35.89549773924714
2014-02-21,Furniture,Furnishings,East,Corporate,9520.870890187309,8,0.2,2807.6476498084835
2014-02-21,Furniture,Chairs,East,Corporate,1901.6630256608055,2,0.0,211.1218327456038
2014-02-21,Furniture,Bookcases,Central,Consumer,11521.426945413246,8,0.0,1352.0717462470263
2014-02-21,Office Supplies,Fasteners,West,Consumer,484.7058019197016,1,0.0,135.3212426649285
2014-02-21,Office Supplies,Fasteners,West,Corporate,675.4710119608734,3,0.15,208.58962656281562
2014-02-21,Technology,Phones,West,Consumer,1050.291052088152,3,0.0,175.55119665318927
2014-02-22,Technology,Accessories,West,Home Office,5111.2807474317915,9,0.0,1817.8681947679095
2014-02-22,Office Supplies,Fasteners,Central,Consumer,144.21806314995078,8,0.2,46.23108982660696
2014-02-22,Furniture,Bookcases,South,Home Office,2963.6840688512248,6,0.0,939.5650066927428
2014-02-23,Furniture,Chairs,West,Home Office,1428.8976895540754,5,0.3,169.26022995385168
2014-02-23,Technology,Phones,South,Consumer,4517.751423286027,3,0.15,923.1698055382382
2014-02-24,Technology,Phones,West,Consumer,8257.647029595515,6,0.0,3009.839178140209
2014-02-24,Office Supplies,Labels,West,Corporate,4327.6596088637625,9,0.0,1504.9220996090496
2014-02-24,Office Supplies,Art,East,Corporate,309.55762979709914,5,0.1,45.88509869585261
2014-02-24,Office Supplies,Storage,South,Home Office,2869.255738572551,7,0.0,359.3153678048134
2014-02-24,Office Supplies,Supplies,Central,Corporate,1349.3354249899533,9,0.1,240.10219513973126
2014-02-24,Furniture,Furnishings,South,Corporate,6715.7342935083,8,0.15,930.3616676675176
2014-02-24,Furniture,Tables,Central,Home Office,3476.7608930026995,7,0.0,1352.1039710876473
2014-02-24,Technology,Phones,West,Consumer,3583.253618877189,5,0.0,1365.8235724691613
2014-02-24,Furniture,Furnishings,West,Home Office,1700.864017953822,2,0.2,254.98209709750805
2014-02-25,Office Supplies,Appliances,East,Corporate,67.15797886422038,2,0.2,26.32906337139223
2014-02-25,Technology,Copiers,South,Corporate,6981.5225441055545,4,0.1,1943.08868180868
2014-02-25,Technology,Phones,Central,Consumer,798.0439077909625,1,0.0,196.79200713489112
2014-02-25,Technology,Copiers,East,Corporate,10866.061253076377,7,0.0,1978.5793601951389
2014-02-26,Technology,Accessories,West,Consumer,8261.841834274142,6,0.0,2977.7024383233534
2014-02-26,Furniture,Bookcases,West,Consumer,11588.250518529478,8,0.0,4439.282354705402
2014-02-26,Technology,Copiers,West,Home Office,3473.873072023754,4,0.0,633.1639494159523
2014-02-26,Office Supplies,Supplies,South,Corporate,492.06893574011497,1,0.0,156.14666163578298
2014-02-27,Office Supplies,Storage,East,Corporate,1972.0817198354107,9,0.2,656.6619091052327
2014-02-27,Technology,Copiers,West,Consumer,2640.6059149950324,2,0.15,760.1409171165054
2014-02-27,Technology,Copiers,Central,Corporate,1223.710045922623,5,0.2,477.5569804405037
2014-02-27,Office Supplies,Labels,South,Consumer,871.219286684495,9,0.0,243.5042046056032
2014-02-27,Office Supplies,Fasteners,West,Consumer,1222.466767560089,4,0.0,195.7871210955782
2014-02-27,Office Supplies,Supplies,West,Corporate,1490.0358038220675,6,0.0,269.2465214622923
2014-02-28,Office Supplies,Supplies,West,Corporate,81.7224189166133,2,0.0,22.882781069255834
2014-02-28,Office Supplies,Envelopes,East,Home Office,1075.4854305199567,9,0.2,359.1640560114092
2014-03-01,Office Supplies,Envelopes,West,Consumer,1942.8075111410026,8,0.0,254.1925077750788
2014-03-02,Office Supplies,Storage,West,Corporate,778.0466884350265,2,0.0,198.64581775342168
2014-03-02,Technology,Copiers,West,Consumer,188.1387223325613,1,0.15,39.00875893700894
2014-03-02,Furniture,Furnishings,Central,Corporate,3305.5954986424167,6,0.0,1014.2872393997753
2014-03-03,Furniture,Tables,Central,Home Office,591.3479435235848,3,0.2,164.65077676297574
2014-03-03,Furniture,Tables,East,Consumer,7802.2959583204565,9,0.1,2818.897258039844
2014-03-03,Office Supplies,Fasteners,South,Home Office,1433.892125622207,4,0.0,493.9006068703236
2014-03-04,Technology,Phones,Central,Corporate,1056.4253518240762,7,0.1,257.53925840532884
2014-03-04,Technology,Phones,South,Home Office,2626.463579853484,3,0.3,528.0997161731631
2014-03-04,Technology,Phones,Central,Home Office,2835.909549150745,7,0.0,320.7371085222916
2014-03-04,Furniture,Chairs,South,Consumer,1762.2444337498282,6,0.1,297.0023722574343
2014-03-04,Technology,Accessories,West,Consumer,17935.660226795822,9,0.0,2232.2354475083057
2014-03-05,Technology,Accessories,West,Consumer,3128.8435266716124,7,0.0,1127.8909950473474
2014-03-05,Technology,Machines,Central,Consumer,11743.837488354406,8,0.0,2393.1650490374286
2014-03-05,Office Supplies,Appliances,South,Corporate,754.6567507095133,4,0.0,198.4672973569865
2014-03-06,Office Supplies,Paper,East,Consumer,642.4960290408402,4,0.2,237.858814197159
2014-03-07,Technology,Phones,East,Consumer,8600.536898051781,8,0.15,1468.4352711147014
2014-03-07,Furniture,Bookcases,West,Home Office,3796.480927518724,4,0.2,584.2971414988157
2014-03-07,Technology,Copiers,West,Home Office,1026.4189672031227,2,0.0,365.7290162593564
2014-03-07,Furniture,Chairs,West,Home Office,3788.107195330794,6,0.2,884.8699317113429
2014-03-07,Office Supplies,Storage,South,Home Office,2104.660180581093,9,0.1,270.6139488183726
2014-03-08,Furniture,Tables,South,Home Office,7390.221493414781,8,0.0,1264.5286585835004
2014-03-08,Technology,Copiers,Central,Corporate,1522.8431238300739,3,0.0,303.45208973597954
2014-03-08,Office Supplies,Fasteners,West,Home Office,2044.3040914189005,9,0.0,356.96469065544034
2014-03-09,Office Supplies,Storage,South,Consumer,115.76178166051886,5,0.0,30.104265468999813
2014-03-09,Office Supplies,Storage,Central,Consumer,2665.5062502583687,8,0.15,734.6303401005042
2014-03-09,Office Supplies,Labels,South,Home Office,1739.1771354162522,4,0.0,203.7029599946256
2014-03-09,Office Supplies,Appliances,West,Corporate,1071.7156654420435,4,0.0,312.9419281907559
2014-03-10,Furniture,Bookcases,West,Corporate,2571.9091457349477,4,0.3,1001.8501951985918
2014-03-10,Furniture,Furnishings,East,Home Office,213.83194661634693,2,0.0,83.80701037699441
2014-03-11,Furniture,Furnishings,East,Home Office,5916.000890497731,7,0.0,1138.1142316490932
2014-03-11,Furniture,Bookcases,South,Corporate,7605.871474819137,7,0.0,1190.3548245382462
2014-03-11,Furniture,Furnishings,East,Consumer,5391.174071132289,6,0.2,825.6310125858164
2014-03-11,Office Supplies,Labels,West,Consumer,1704.464247124562,7,0.3,361.8390619336815
2014-03-12,Furniture,Chairs,South,Home Office,6377.514744929808,5,0.1,1742.053681798474
2014-03-12,Technology,Machines,East,Corporate,1021.6061115705793,2,0.3,116.93672522242463
2014-03-12,Office Supplies,Fasteners,South,Consumer,3078.817693494178,9,0.3,1002.8581419345367
2014-03-12,Office Supplies,Art,East,Consumer,448.0959525038111,9,0.0,132.2570861799969
2014-03-12,Technology,Phones,South,Consumer,5551.639869181608,4,0.1,1900.6249087494596
2014-03-13,Office Supplies,Appliances,South,Home Office,2470.6989314155844,9,0.0,714.1867174612295
2014-03-13,Furniture,Tables,South,Home Office,4768.822638490862,5,0.0,1261.5916307943357
2014-03-13,Technology,Machines,West,Home Office,1213.146676221572,1,0.0,126.65265507384535
2014-03-13,Office Supplies,Art,East,Corporate,2128.287926246902,8,0.1,608.3649397763237
2014-03-13,Furniture,Furnishings,East,Home Office,2246.674983962404,3,0.0,865.966421729689
2014-03-14,Furniture,Tables,South,Home Office,1564.5238808447425,2,0.1,401.0973624198837
2014-03-14,Office Supplies,Art,East,Consumer,2307.674556960885,7,0.2,280.1149553819693
2014-03-14,Furniture,Furnishings,West,Consumer,4596.876934549217,4,0.2,542.8002263531891
2014-03-15,Furniture,Chairs,East,Corporate,3901.10231430428,5,0.0,749.7411094313533
2014-03-15,Office Supplies,Labels,West,Home Office,1207.4934582815051,3,0.0,153.21631129394416
2014-03-15,Technology,Copiers,West,Home Office,2898.779565043655,2,0.0,649.5142618975215
2014-03-16,Furniture,Tables,West,Corporate,1397.9150770627916,8,0.3,342.5782327056375
