ds,yhat,yhat_lower,yhat_upper
2021-03-14,1932.30705281856,-794.1694660376188,4646.574683036574
2021-03-15,2044.6196057459053,-578.2059994574372,4908.298575472838
2021-03-16,2000.3339778654517,-923.8903519813995,4635.0769195650455
2021-03-17,2042.3218845626527,-646.8070639374312,4974.294093505061
2021-03-18,1886.8829513643552,-856.9605639799828,4524.85512048129
2021-03-19,2168.749341896712,-457.9315904801181,4794.555035063295
2021-03-20,2037.9527540236238,-494.8245260107412,4945.004601420551
2021-03-21,1767.2493271721546,-882.1893415919527,4602.972535540455
2021-03-22,1862.9634256856766,-905.5304052835882,4520.721552931227
2021-03-23,1809.1773474190613,-1047.008559399785,4423.978729103486
2021-03-24,1849.0770145613383,-669.286500582488,4363.792881253243
2021-03-25,1699.28024099374,-915.4888538336395,4172.897954183495
2021-03-26,1994.3057941085046,-786.5037256952927,4813.6901049421795
2021-03-27,1884.316557151603,-1069.6590504655364,4493.608771419642
2021-03-28,1641.5941610716775,-1140.3956908152834,4365.737282765589
2021-03-29,1771.7157282146359,-874.5384145105999,4439.0868124715425
2021-03-30,1758.2156205699469,-859.2234046477505,4576.929571783959
2021-03-31,1843.297334994014,-863.2859608000141,4556.4605108932365
2021-04-01,1742.653460769741,-1099.5390685793238,4569.935120035128
2021-04-02,2089.4317542235253,-700.3125226293593,4860.633456051576
2021-04-03,2032.884896466319,-508.3829439692861,4939.344608112578
2021-04-04,1843.9223136313817,-1070.052568824852,4536.583245690561
2021-04-05,2026.6436423274492,-605.4189751654158,4777.672194576322
2021-04-06,2063.491938720555,-658.1276488790894,4749.0568417235345
2021-04-07,2195.346335907611,-520.9468756812779,5060.338045421059
2021-04-09,2519.8419964170257,-211.5930835321977,5283.083295407667
2021-04-10,2492.9818794162006,-116.48022078562815,5207.788316417924
2021-04-11,2326.301296861401,-761.5220644159635,5015.329895703858
2021-04-12,2523.1164803892243,-99.55016636625261,5428.052171924237
2021-04-13,2565.6481804800924,-16.69578572665418,5265.30754553887
2021-04-14,2694.4728218246732,51.32063300294062,5393.153343787303
2021-04-15,2624.318252939746,-21.01524293261607,5454.252584620204
2021-04-16,2987.0020215940244,246.19674312340325,5721.504297492449
2021-04-17,2931.858854814346,254.11176510723857,5935.497704759855
2021-04-18,2729.3986928537875,50.81838476031648,5451.557510180422
2021-04-19,2883.494041891593,86.28260335504534,5808.372611367575
2021-04-20,2877.4467519446325,276.90549271223387,5532.19770341306
2021-04-21,2952.764909986247,277.3130615016472,5796.440569455252
2021-04-22,2825.4026280474154,208.29865137883243,5672.411270291424
2021-04-23,3128.141759098656,271.8169427386393,5723.480023939444
2021-04-24,3011.8679033958033,278.38161812860574,5751.6450332424165
2021-04-25,2748.244597765014,83.58743780692987,5620.437285215235
2021-04-26,2842.1950065962833,175.0571276141327,5591.151989503609
2021-04-27,2778.398064253167,-1.9349701024161874,5212.550282773494
2021-04-28,2799.3859452887573,16.2968060606013,5589.807276890203
2021-04-29,2622.2281397253455,-79.59394355064398,5494.278867556538
2021-05-01,2725.7291077935183,7.57680739480552,5540.308495021994
2021-05-02,2430.4790522422927,-535.721096006034,5133.6395891350985
2021-05-03,2499.7675286518097,-323.16602672806385,5058.180552823966
2021-05-04,2418.704457272804,-269.2783666422334,5343.769133082881
2021-05-05,2429.7990027784176,-347.81115837501955,5112.207917282709
2021-05-06,2250.1170021400485,-420.36262631616273,4935.377520203233
2021-05-07,2512.591321243322,-165.211055988644,5315.587291350251
2021-05-08,2369.0476136344228,-135.03967492290562,4997.319376362177
2021-05-09,2090.972912285112,-698.0149108136757,4595.026680270566
2021-05-10,2182.655687463786,-543.2543463525791,4957.085556336154
2021-05-11,2128.6160189593447,-774.1014765562767,4803.616977029782
2021-05-12,2170.423006426956,-320.4724069939055,4976.506181788824
2021-05-13,2024.347487795028,-657.1783749223531,4641.529218580396
2021-05-14,2322.170026286686,-431.6233455105421,4906.750426042327
2021-05-15,2215.1108121952025,-460.71235044781565,4818.801870751887
2021-05-17,2101.1155984300763,-589.0440913371,4738.150868591122
2021-05-18,2081.3946294453085,-833.4938407364007,4774.966725390086
2021-05-19,2155.3167333744427,-739.7513100075367,4982.21535124237
2021-05-20,2038.692371597804,-732.8894589492858,4776.066461915981
2021-05-21,2362.623931890518,-409.7194944061684,5176.278176732357
2021-05-22,2278.3215945758147,-395.71660427528843,4744.083053507086
2021-05-23,2055.9939161747893,-579.4411168127881,4677.552300626687
2021-05-24,2198.6605220055194,-544.0857263900127,4819.875802907221
2021-05-25,2190.5170807276395,-498.0255187648286,4752.789756933162
2021-05-26,2272.4601536108585,-307.3031948546059,4913.807151851341
2021-05-27,2160.6833785229433,-509.5677757744587,5028.351600763154
2021-05-28,2486.42578354988,-74.60810222631402,5268.584445188573
2021-05-29,2401.6489653115127,-378.58852748598855,5006.803553216293
2021-05-30,2176.9554833513575,-662.111904556958,4948.722020845215
2021-05-31,2315.7062387620626,-345.4018902939692,4995.490123130105
2021-06-01,2302.8237134027754,-464.8649035414056,4822.613957757992
2021-06-03,2262.9667162123465,-363.60450439698496,4990.76718069557
2021-06-04,2584.2490787409242,-194.20764608064215,5284.35873243669
2021-06-05,2496.152301913029,-281.3559402673004,5157.984983868666
2021-06-06,2269.4890194018,-460.3214896390078,4929.842931610232
2021-06-07,2407.6552364607624,-175.561724151316,5187.4216273334805
2021-06-08,2395.884888099493,-321.8482004728461,5081.995997542694
2021-06-10,2363.161709178792,-287.39135490463815,4892.0503108752455
2021-06-11,2690.076057587054,-7.676155807067228,5422.345161769341
2021-06-12,2608.888816514006,-225.53691939355147,5250.077187496187
2021-06-13,2389.9582808394393,-319.7908089386426,5229.160587706364
2021-06-14,2536.0717248785054,-190.15563593529592,5233.733195467375
2021-06-15,2532.174947578262,-261.0787862007708,5296.297469199097
2021-06-16,2618.9361826397703,-162.11624039921492,5264.049871717328
2021-06-17,2512.7513934660583,-282.13041457820253,5070.192154668663
2021-06-18,2843.912928372235,-71.64246281661015,5513.00217851763
2021-06-19,2764.9328739211464,-48.247217476070674,5543.554002270769
2021-06-20,2545.6182772473758,-216.3461828455737,5176.939364472642
2021-06-21,2688.1846975171757,-147.66564172144436,5551.169664286488
2021-06-22,2677.462338269539,53.94525938773683,5197.127834532993
2021-06-23,2753.8237827639864,59.715296614074425,5322.055041164926
2021-06-25,2947.087750287875,-75.49083309207806,5672.39441829283
2021-06-26,2847.0406641896543,39.54271078223135,5463.636624291142
2021-06-27,2603.508722993061,-108.8171107454985,5277.162574557943
2021-06-28,2718.9161560783837,87.48167255667165,5379.872860775263
2021-06-29,2678.7916760388844,-226.25704822454065,5332.2099294711
2021-06-30,2724.034383791314,138.72350044414938,5493.894461124273
2021-07-01,2571.857234021026,-164.39194734026023,5302.325864268284
2021-07-02,2852.8907163653635,339.1569554630236,5603.587256567091
2021-07-03,2721.2480527839257,-98.87614037349421,5382.299942751389
2021-07-04,2447.672852276852,127.53933012638876,5299.607546359373
2021-07-05,2535.2756836869075,-347.61704025568037,5191.544919750647
2021-07-06,2470.626565653614,-102.20855681583585,5003.761791561975
2021-07-07,2495.344052152322,-27.218630486221787,5245.623111597972
2021-07-08,2327.4837280290176,-204.08649892131365,5097.07911804554
2021-07-11,2190.607079176262,-529.4282609095537,4884.517110046722
2021-07-12,2286.731090976155,-680.5069010501941,5067.872696243992
2021-07-13,2237.33273885956,-498.66808028626605,4936.235641371594
2021-07-14,2283.8561640646917,-409.0274514989879,4959.648569131416
2021-07-15,2144.2015228823907,-496.81457177919356,4745.298028741421
2021-07-16,2448.749768047798,-368.73940237017354,5017.218775956361
2021-07-17,2352.16899490897,-449.70506255572667,5099.180954063277
2021-07-18,2124.6473641969765,-612.4564522818844,4902.623049063148
2021-07-19,2268.2789491699123,-535.7081984936231,5107.127259388241
2021-07-20,2269.081759850542,-469.16870789112227,5062.264069081828
2021-07-21,2367.2994076234772,-549.4789853248298,5041.928356524402
2021-07-22,2279.7525173682093,-347.769750141405,4902.089189355853
2021-07-23,2635.363986154157,110.81435239977914,5543.053742943851
2021-07-24,2587.874194537334,-160.21987289911064,5521.651915508863
2021-07-25,2406.152129528168,-274.35426572855994,5053.778276704327
2021-07-26,2590.937674717546,-32.23695346709383,5557.6603457299125
2021-07-27,2627.349512538913,-78.79090062140531,5234.472307123805
2021-07-28,2754.564677587432,180.1236989008729,5567.739958638919
2021-07-29,2688.666839213048,-66.90648329127228,5493.139123148164
2021-07-30,3057.6670607931997,219.8173739553848,5807.314626643206
2021-07-31,3015.117390488609,131.38077748093966,5624.320959965946
2021-08-01,2829.4844090305733,304.4434881678903,5655.034424175556
2021-08-02,3001.2272637072324,504.2180699309918,5694.747079188984
2021-08-03,3015.7703292832985,211.04124059479778,5828.942582989063
2021-08-04,3112.531738477368,459.28427545164124,5805.009053691342
2021-08-05,3008.2365672594174,503.32748848122964,5749.760762179964
2021-08-06,3331.3988951366846,666.046786959539,6108.986397212025
2021-08-07,3236.798234688051,588.7323988842865,6052.846173242078
2021-08-08,2993.8795552941215,311.5864784437504,5754.5007255092005
2021-08-09,3104.1316538898864,448.2072763980398,5871.486822412996
2021-08-10,3054.4906503979605,162.4748174532396,5790.933538448113
2021-08-11,3085.6859609906473,386.74189041684195,5607.309517572433
2021-08-12,2915.9900891487755,89.12220350504192,5523.862924956628
2021-08-13,3175.1376928265804,352.8721661047424,5968.579886058594
2021-08-14,3019.645223542127,377.11246589867284,5691.506416339103
2021-08-15,2720.2230024113333,53.10888031388217,5373.244211667662
2021-08-16,2779.4451139148414,21.376492981009022,5654.911850396139
2021-08-17,2685.5807888234854,-68.33691215736611,5240.381218550865
2021-08-18,2680.2608419727635,41.34084172694005,5300.895522232977
2021-08-19,2482.673003977579,-169.1867222286663,5186.019106463993
2021-08-20,2722.93263127678,168.2797195539583,5443.041721229788
2021-08-21,2558.265528959982,-0.553591260589982,5338.19720041276
2021-08-22,2259.456887295725,-503.19822352441446,4887.807621134803
2021-08-23,2328.8417087135977,-425.45618702250584,5095.565879190928
2021-08-24,2254.5965475092125,-458.9439462045242,5132.3667323658865
2021-08-25,2277.7615062196787,-314.5580613780628,5088.368247253364
2021-08-26,2116.9179245581295,-468.3075223351095,5148.029408262776
2021-08-27,2401.0483233562804,-101.22398370770335,5030.862900347364
2021-08-28,2286.61980946699,-406.0474630242354,5119.652305337745
2021-08-29,2043.106118273248,-709.3148304811738,4750.58907371696
2021-08-30,2171.3327367452475,-597.674536371535,4890.191342927325
2021-08-31,2158.2602071915485,-646.175804067449,4795.668535578431
2021-09-01,2243.3891415078583,-410.01618231218356,4981.789665402199
2021-09-02,2143.943282609741,-545.2440443370238,4881.75031553392
2021-09-03,2487.236679635482,-149.37948583959687,5234.6106045573415
2021-09-04,2428.670209612042,-64.49629112620521,5049.853972698449
2021-09-05,2236.333499269075,-489.5221112801198,4914.429880045628
2021-09-06,2409.705606434853,14.274319269778621,5132.9163499639235
2021-09-07,2434.924844838427,-279.1925691371739,4951.3242619623
2021-09-08,2550.5660257274876,-108.70881074561731,5144.589768287878
2021-09-09,2473.3126604344343,-62.72359322470108,5442.241645575251
2021-09-10,2829.810139058243,240.1498630720872,5526.757305615737
2021-09-11,2775.5497162641186,67.11650778693196,5373.6270291004
2021-09-12,2578.5209164272956,-207.8837981947485,5264.7216878668705
2021-09-13,2738.2354072739217,62.07032320777351,5562.774213328592
2021-09-14,2741.4488532015976,18.230974657559173,5437.727764789806
2021-09-15,2827.274656922578,196.3437167224873,5689.5400297310935
2021-09-16,2713.3092565335473,78.75076594105836,5391.009277291178
2021-09-17,3026.93585719063,263.74816503236957,5716.324046573654
2021-09-18,2925.0619178563757,223.2027588110656,5679.689457774264
2021-09-19,2676.790407833725,32.269005473874714,5311.742417619634
2021-09-21,2731.1859546708383,116.39104275241604,5435.0142760021
2021-09-22,2762.5065330378443,-192.25337984704075,5401.150443512394
2021-09-23,2595.7293358504194,-155.86184096476254,5325.190957271986
2021-09-24,2859.283498962639,351.25966856547467,5542.769590488853
2021-09-25,2711.584036948622,-96.09386832274572,5567.813195783823
2021-09-26,2422.722378197487,-435.1036162429885,5081.097017878789
2021-09-27,2494.085332192311,-190.37821636814607,5369.218398478656
2021-09-28,2414.942407931925,-146.59953185623368,5227.437413639876
2021-09-29,2426.207476975828,-400.032587669623,5039.767840230024
2021-09-30,2247.4591533607995,-571.4322455527476,4930.5142639117375
2021-10-01,2507.1485941445058,-168.59982043864497,5177.3767606756355
2021-10-02,2364.060756458833,-423.04501174985126,5171.2018351381175
2021-10-03,2088.0533191284044,-731.4083090069738,4790.793330606219
2021-10-04,2180.006773374569,-706.9278994019163,4896.724830254901
2021-10-05,2128.8813993592853,-661.034025389932,4612.464995048731
2021-10-06,2174.8421891209528,-538.19144611882,4792.259133394064
2021-10-07,2036.7674225567052,-641.8126709012554,4776.7370887608595
2021-10-08,2341.949479247645,-376.1621597103649,4807.479931336555
2021-10-09,2248.4582553662417,-580.67964938475,5012.520874263086
2021-10-10,2024.952510682471,-839.6829002301156,4576.583341512087
2021-10-11,2170.9817199383174,-524.8709472959536,5013.990332404261
2021-10-12,2174.5295053367686,-591.1187178692165,4887.3939283782065
2021-10-13,2274.5144503127644,-372.99047822598953,5061.593829809962
2021-10-14,2188.7951153705244,-413.62164409829563,4957.067405281924
2021-10-15,2543.3676223059038,-154.6304816911334,5260.013702062755
2021-10-16,2495.6305238561617,-183.82213213952423,5172.278721437797
2021-10-17,2313.263534076509,-280.5907725676815,4736.21668450034
2021-10-18,2494.8719982963726,-314.80229101367013,5180.910316335069
2021-10-19,2528.003876558561,69.53204916365681,5331.048256902569
2021-10-20,2651.01020415444,108.4303893056812,5458.892427110446
2021-10-21,2581.5274548592697,-249.70861876361633,5137.940653518738
2021-10-22,2945.1505124455402,227.0510710626615,5758.077534794799
2021-10-23,2899.5759056644665,207.34741054605246,5480.012562487254
2021-10-24,2712.5237550380557,176.36667833835543,5290.840955796731
2021-10-25,2882.700236184849,55.208308898097584,5608.681177535804
2021-10-26,2898.2636489180763,135.87190478642037,5327.153566242962
2021-10-27,2998.020809518022,173.83008101548768,5819.8453392901
2021-10-28,2900.364347076635,144.26060536950627,5428.65184855687
2021-10-29,3231.4004459340154,585.6290513067296,6066.497959247508
2021-10-30,3149.9520600506007,434.47306027675006,5787.860751768227
2021-10-31,2924.508279480856,233.9522220299443,5621.868724634939
2021-11-02,3029.1644996248015,433.0979486443382,5672.9251218694535
2021-11-03,3088.1524841656455,602.0935409312164,5958.937756252469
2021-11-04,2950.8353871848717,378.55131220242754,5714.2917594663095
2021-11-05,3243.9282149279247,561.5545670966484,6016.166444005798
2021-11-06,3127.347211606018,582.1157967941251,5872.0649189521
2021-11-07,2870.192044453408,274.4138319449439,5644.251794363773
2021-11-08,2972.326311990399,154.79736906668992,5630.280682926851
2021-11-09,2923.732164935732,104.25898678933147,5548.880294504537
2021-11-10,2964.3771227520006,179.68412309231013,5598.844843511936
2021-11-11,2814.067637482682,173.8351796335786,5467.833575778347
2021-11-12,3099.500100513118,582.1487585087134,5693.493220770071
2021-11-13,2981.0043835955876,291.9535637847935,5898.6023720883895
2021-11-14,2727.574251899711,-5.8622927911340375,5445.311599849179
2021-11-16,2804.5680595813164,375.05011566394995,5713.97683763492
2021-11-17,2864.5215256456295,-105.26625730220759,5497.412397734139
2021-11-19,3051.456741296606,485.7348999594485,5881.564294612224
2021-11-20,2964.5341532728676,168.41833691966602,5449.170509663544
2021-11-21,2745.6837976557554,163.17641388729348,5436.500024678859
2021-11-22,2893.6446661218806,59.43164899548361,5618.09742225446
2021-11-23,2897.8852488299367,297.0270077346733,5605.77285613934
2021-11-24,2997.1852251099476,332.1771695490217,5644.436847223276
2021-11-25,2910.4477064444955,357.3812689675831,5583.035538305452
2021-11-26,3262.713158069894,541.8110686793839,6311.128868248336
2021-11-28,3030.846380385518,221.97872230923886,5549.912864822424
2021-11-29,3212.0929164642776,407.43562663091325,5867.946018470691
2021-11-30,3246.4346945955654,508.4111595245217,5770.0464505714735
2021-12-01,3371.9616210178624,618.0824065104605,6016.853053028437
2021-12-02,3307.1274579649366,392.8872013736536,6034.188293421285
2021-12-03,3676.242112877068,843.4875071234535,6340.009172627463
2021-12-04,3638.876230174107,1085.1454524341655,6301.421142008053
2021-12-05,3462.0573725034287,860.3827826462606,6127.1969436755335
2021-12-06,3643.178208373922,796.2385915927646,6196.735340166506
2021-12-07,3671.216217634878,993.2661124514125,6295.495890062181
2021-12-08,3784.0242177492596,1195.681174505407,6504.471749757754
2021-12-09,3700.092897988209,1091.3085747542905,6403.10749907065
2021-12-10,4043.5172519671987,1212.1760471653204,6650.116003426518
2021-12-11,3974.2812537937966,1153.4544492194973,6816.786527128358
2021-12-12,3759.5017505043174,1126.1690843017536,6387.977521857095
2021-12-14,3875.2878480745726,953.620220473301,6820.594840751662
2021-12-15,3933.588607619752,1145.2206082013613,6719.5266873411465
2021-12-16,3790.683129724316,1187.548492698976,6646.302019122148
2021-12-17,4071.0356656404515,1298.243070321556,6839.915507443418
2021-12-18,3935.613285860128,1292.2712587155304,6622.48715750199
2021-12-19,3652.170009564289,1160.7001934618766,6201.780360394704
2021-12-20,3718.797074318635,1217.8532243431362,6468.490935262185
2021-12-21,3626.0508588642697,886.640922277188,6584.436417893408
2021-12-22,3612.928539325872,1156.584666339622,6578.513151542963
2021-12-23,3399.556189223998,719.2511715422282,6211.753519161676
2021-12-24,3611.082044317409,881.638310709273,6461.57322229782
2021-12-25,3409.699187189003,680.9500036830136,6018.913354315153
2021-12-28,2927.326980396769,195.4712060080159,5632.819483814272
2021-12-29,2867.673594644243,130.78291630002033,5724.885382648711
2021-12-30,2614.6089623256703,-105.21307283499802,5283.162953176799
2021-12-31,2793.652303620315,151.81573718143446,5653.499690350672
2022-01-01,2567.809019845883,-169.90038968894385,5374.62808299644
2022-01-02,2205.9225900762776,-394.01636019993833,5042.882862264154
2022-01-03,2206.850011871352,-476.60317091023654,4947.271944371244
2022-01-04,2062.484932456236,-754.9130319384548,4759.656353155252
2022-01-06,1777.5067504453493,-855.2365595340633,4606.441182123739
2022-01-07,1982.7784792274256,-859.0689216731752,4575.135210946616
2022-01-08,1791.1182860762456,-917.4279664281174,4566.75580926502
2022-01-09,1470.71316766167,-1158.5880945722363,4157.90277224272
2022-01-10,1519.5522686331547,-1246.1006719188845,4204.614697663795
2022-01-11,1428.9198857703889,-1212.475140827421,4056.8069528482715
2022-01-12,1437.4098975013726,-1463.476070855633,4123.784459488532
2022-01-13,1265.021966959856,-1505.9756429266415,3817.3832341016664
2022-01-14,1535.4736727158047,-1291.5559748153214,4211.803691819189
2022-01-15,1410.8676890276859,-1454.4087192995044,3947.5494681237983
2022-01-16,1158.1638756403804,-1465.6648868193454,3907.056414884414
2022-01-17,1274.03508300707,-1362.011618341775,3781.4101155739845
2022-01-18,1248.842338912781,-1475.7327714769506,3888.377241262228
2022-01-19,1320.0210463165124,-1337.4027727188732,3981.498336005335
2022-01-20,1206.6697641220715,-1550.7682194084493,3972.0504990826194
2022-01-21,1531.3555827045707,-1067.4971099222257,4252.108899465655
2022-01-22,1455.6795910135636,-1214.1175845751463,4197.130502034679
2022-01-23,1245.8135422352516,-1404.1201799073704,4124.2664699393135
2022-01-24,1397.6957798674002,-1151.601422701537,4055.2533077838402
2022-01-25,1401.4777137047101,-1104.3578188877605,4108.695133766243
2022-01-26,1494.2675378671172,-1134.451437530344,4410.343667460367
2022-01-27,1395.1942499485187,-1272.2757073649373,4422.5196536656385
2022-01-28,1726.6861948414573,-1021.0542767691219,4468.2497080907915
2022-01-29,1650.9124411414273,-981.5196761822212,4379.567725804444
2022-01-30,1434.3598501776378,-1077.3171385125474,4107.129854423645
2022-01-31,1573.343723578523,-1095.7575708307518,4222.799930571434
2022-02-01,1558.8995561255656,-1206.6708249877354,4194.15833311744
2022-02-02,1628.8582930195696,-1188.7569747174598,4328.706014434985
2022-02-03,1503.3602969502952,-1274.3181907973294,4105.983285352979
2022-02-05,1699.0368038611957,-966.2559971553507,4402.771147800902
2022-02-06,1451.1620064709698,-1265.572558889594,4157.237913535797
2022-02-07,1559.1390554409656,-1366.528942839124,4172.587051406762
2022-02-08,1515.2123095152856,-1183.8365428424643,4246.920691582922
2022-02-09,1558.088226999775,-1127.7485884997234,4244.50478402378
2022-02-11,1691.3585359525775,-1298.0857566740358,4180.852596389506
2022-02-12,1569.958096822946,-1125.4323386053024,4422.13740555706
2022-02-13,1312.55235086543,-1359.233671843148,4044.3180180905165
2022-02-14,1416.5010246660436,-1396.467483670144,4111.511304890627
2022-02-15,1374.438755403713,-1396.8442199621318,4197.422262231061
2022-02-16,1425.0166720743678,-1414.6623850956455,4097.885358236894
2022-02-17,1289.3310806193706,-1663.2394362539073,4101.146512919503
2022-02-18,1590.57584460727,-1109.8722650376722,4277.408224973687
2022-02-19,1493.0825697142086,-1252.098445006278,3869.156519696376
2022-02-20,1264.0076686998427,-1379.9242074426331,4145.683151413594
2022-02-21,1399.794179639115,-1226.6416638926328,4136.5173234961885
2022-02-22,1392.424625631139,-1385.108722902678,4184.403815853231
2022-02-23,1479.5340115263914,-1349.1571323511566,4215.348676073712
2022-02-24,1381.333705750177,-1539.8170891058203,4115.203741605206
2022-02-25,1719.7625479817686,-881.6245040280805,4374.140114883276
2022-02-26,1658.4334936208995,-993.5243389360867,4335.454829743115
2022-02-27,1463.395884222336,-1287.8869865677214,4239.571354660988
2022-02-28,1629.9501849550998,-817.9454419944385,4330.97953009798
2022-03-01,1649.386766922056,-1296.3899272938183,4206.466254176078
2022-03-02,1758.472512384048,-1043.86965864593,4455.487586382421
2022-03-03,1676.8670760110076,-1094.4353807228997,4231.730960904529
2022-03-04,2025.7649223225355,-536.9387018978072,4683.5690365244345
2022-03-05,1968.7358269531567,-684.5953431063768,4843.883128211119
2022-03-06,1771.5452342938304,-1038.3574145175633,4268.202966638236
2022-03-07,1929.300713580978,-713.9586044336595,4699.874580666967
2022-03-08,1933.6519133701483,-872.0415750487826,4583.474857532971
2022-03-09,2021.6231128777472,-792.950548846406,4580.033148051414
2022-03-10,1913.4920118624327,-787.4215434970204,4440.714905609741
2022-03-11,2230.8914402806768,-545.6002204406815,5099.351525531876
2022-03-12,2138.5118872430558,-644.7553959572431,4942.8304773579985
2022-03-13,1902.9483896119364,-709.2073263145835,4583.308126659176
2022-03-14,2020.1482793048376,-749.1692715208188,4441.671158575793
2022-03-15,1983.043833998321,-677.9255307576414,4667.603210219917
2022-03-16,2029.70502582772,-733.7918773393325,4871.489469586788
2022-03-17,1881.658531378352,-834.9527240606783,4577.821678093209
2022-03-18,2161.4308639759874,-634.2026807242803,4787.433951105902
2022-03-19,2035.099255043127,-813.3042754592135,4647.582016130002
2022-03-20,1770.1563670083344,-1032.4175263432824,4474.821669866901
2022-03-21,1863.2558561811334,-946.0623978609156,4544.348252144582
2022-03-22,1808.2795975692873,-984.6676857476755,4528.228213987396
2022-03-23,1843.8178409345542,-866.9910811627019,4451.824752838685
2022-03-24,1691.9408174806056,-1063.6605881277383,4498.300728489896
2022-03-25,1975.2005322258046,-777.3257840096012,4777.3538246802245
2022-03-26,1860.051657695894,-922.6581033980516,4424.300427357664
2022-03-27,1613.75959400246,-864.8040485853649,4441.287064320423
