Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
37,US-2024-514994,2023-09-04,2023-09-11,First Class,CG-43639,Customer_36,Corporate,United States,Chicago,Arizona,26798,East,FUR-3489,Furniture,Art,Product_36,1072.5650207845451,1,0.4552300929059471,125.30660005918054
38,US-2021-552891,2024-01-08,2024-01-14,Standard Class,CG-88118,Customer_37,Corporate,United States,Houston,Texas,84091,East,FUR-8858,Office Supplies,Art,Product_37,338.2285786648903,6,0.3424644099830236,74.40391068145058
39,US-2021-891507,2022-10-20,2022-10-25,Same Day,CG-70598,Customer_38,Corporate,United States,Chicago,Arizona,86303,Central,FUR-6394,Office Supplies,Storage,Product_38,604.2650830705467,1,0.24291118624730254,48.81136109757216
40,US-2023-569164,2023-07-08,2023-07-12,First Class,CG-76399,Customer_39,Corporate,United States,Houston,Arizona,11103,Central,FUR-9661,Furniture,Phones,Product_39,577.841437013243,6,0.62957405129791,-53.30523999559253
41,US-2023-803814,2024-04-20,2024-04-24,Second Class,CG-37684,Customer_40,Home Office,United States,Los Angeles,Texas,64043,Central,FUR-4287,Furniture,Storage,Product_40,157.70723402637364,6,0.5849733217798552,12.561146360982413
42,US-2023-128365,2022-05-14,2022-05-20,Standard Class,CG-78591,Customer_41,Corporate,United States,Los Angeles,Illinois,80845,South,FUR-3019,Furniture,Tables,Product_41,1054.145657753228,3,0.5168871075773277,83.54831287775471
43,US-2022-565982,2023-02-01,2023-02-06,Same Day,CG-87722,Customer_42,Corporate,United States,Chicago,Illinois,43939,West,FUR-6313,Technology,Art,Product_42,347.8331588083993,3,0.2981370947385802,45.86998717442196
44,US-2024-541416,2023-05-16,2023-05-22,First Class,CG-12682,Customer_43,Corporate,United States,Houston,Illinois,69042,East,FUR-5317,Office Supplies,Phones,Product_43,121.20683600395951,6,0.18117625921702774,37.32821156701995
45,US-2024-373146,2023-04-06,2023-04-09,Same Day,CG-48046,Customer_44,Home Office,United States,Phoenix,Texas,84170,East,FUR-6824,Technology,Storage,Product_44,1327.6563016603807,2,0.4127159607985118,143.87318509596878
46,US-2024-376091,2021-03-12,2021-03-17,Standard Class,CG-31832,Customer_45,Consumer,United States,Chicago,California,22135,South,FUR-1838,Furniture,Phones,Product_45,325.70889696043247,5,0.6536832802630163,2.3054204737965307
47,US-2024-310294,2021-09-05,2021-09-12,Standard Class,CG-26997,Customer_46,Corporate,United States,Chicago,New York,71948,Central,FUR-9943,Furniture,Binders,Product_46,467.92370642241116,3,0.46053197630735526,46.96516794803388
48,US-2023-981272,2021-05-26,2021-05-29,Second Class,CG-44640,Customer_47,Home Office,United States,New York,California,96481,Central,FUR-9461,Furniture,Binders,Product_47,32.76959399389287,5,0.7761117145559964,-4.702945691215229
49,US-2022-216219,2024-08-12,2024-08-19,Standard Class,CG-86882,Customer_48,Home Office,United States,Chicago,California,69756,West,FUR-5827,Furniture,Tables,Product_48,445.7912566679431,3,0.012349990449917848,129.9258112613369
50,US-2022-440754,2022-08-05,2022-08-08,First Class,CG-50491,Customer_49,Corporate,United States,Phoenix,Arizona,49404,West,FUR-7987,Technology,Phones,Product_49,1722.3577784816478,2,0.7986774251108983,-268.7850454405017
51,US-2023-938574,2022-04-15,2022-04-18,Same Day,CG-73043,Customer_50,Consumer,United States,Los Angeles,New York,12589,East,FUR-4503,Furniture,Binders,Product_50,215.39979543462155,4,0.5531272370869513,5.4559233455844875
52,US-2022-680595,2021-07-12,2021-07-15,Standard Class,CG-82725,Customer_51,Consumer,United States,Houston,Illinois,85567,West,FUR-8824,Office Supplies,Art,Product_51,122.40741580874895,5,0.6661392137527988,-15.535136810465154
53,US-2023-235565,2023-12-28,2023-12-31,Standard Class,CG-55520,Customer_52,Consumer,United States,New York,California,19695,East,FUR-3075,Office Supplies,Binders,Product_52,1018.3485215966869,6,0.26796189421396427,145.02391752225992
54,US-2024-879383,2022-05-09,2022-05-14,First Class,CG-72919,Customer_53,Home Office,United States,Houston,Texas,91063,South,FUR-2312,Office Supplies,Phones,Product_53,70.61128833881651,2,0.40667306246924445,5.020849786808538
55,US-2023-412229,2021-02-21,2021-02-26,Same Day,CG-74442,Customer_54,Corporate,United States,Los Angeles,California,15722,Central,FUR-3284,Technology,Phones,Product_54,588.7099624997805,3,0.6375913983074653,-35.599041103094066
56,US-2024-658516,2023-06-01,2023-06-04,Same Day,CG-31770,Customer_55,Corporate,United States,Chicago,Illinois,59874,Central,FUR-9575,Furniture,Storage,Product_55,362.0299334770757,3,0.6085195778935892,-32.008514724434036
57,US-2024-835036,2021-12-29,2022-01-04,Second Class,CG-57498,Customer_56,Home Office,United States,Phoenix,California,10841,East,FUR-3808,Technology,Phones,Product_56,700.3604418078953,6,0.26722754310342073,154.4852544749508
58,US-2021-524871,2023-07-06,2023-07-09,Second Class,CG-71477,Customer_57,Corporate,United States,New York,Arizona,28731,Central,FUR-9995,Office Supplies,Phones,Product_57,4721.921111470034,1,0.25952818801904237,728.7193473000518
59,US-2023-667760,2022-04-19,2022-04-22,Same Day,CG-10244,Customer_58,Corporate,United States,Phoenix,Arizona,10645,South,FUR-7521,Furniture,Tables,Product_58,518.2384401858276,7,0.530248962329705,50.616428566080884
60,US-2021-935869,2022-06-05,2022-06-11,First Class,CG-42788,Customer_59,Consumer,United States,Phoenix,California,42116,West,FUR-7355,Technology,Phones,Product_59,116.38921111212206,8,0.7469273451775957,-0.7353732239010142
61,US-2023-946143,2024-12-25,2024-12-31,First Class,CG-89453,Customer_60,Corporate,United States,Phoenix,Arizona,50983,South,FUR-4719,Furniture,Storage,Product_60,724.0428481485051,7,0.3510287925393041,48.65935877187252
62,US-2023-237888,2024-08-14,2024-08-17,Second Class,CG-67737,Customer_61,Corporate,United States,Phoenix,Texas,39402,Central,FUR-5771,Furniture,Storage,Product_61,1017.7617233886997,4,0.2823534394473728,145.63081565648707
63,US-2021-177175,2024-12-29,2025-01-02,Standard Class,CG-56489,Customer_62,Home Office,United States,Los Angeles,New York,59158,South,FUR-3696,Technology,Art,Product_62,85.71017433941283,7,0.7157496289889456,-1.172516337993489
64,US-2021-688595,2022-11-22,2022-11-26,First Class,CG-81303,Customer_63,Home Office,United States,Phoenix,California,46469,Central,FUR-6796,Office Supplies,Binders,Product_63,597.4570499654552,1,0.5464448491652646,15.938245906281566
65,US-2023-408877,2024-05-06,2024-05-12,Standard Class,CG-38390,Customer_64,Consumer,United States,Phoenix,Texas,70576,East,FUR-1808,Technology,Tables,Product_64,71.44010100267087,8,0.31062078376486596,15.409862266521428
66,US-2022-195028,2024-02-26,2024-02-29,First Class,CG-20247,Customer_65,Home Office,United States,Los Angeles,Texas,23908,West,FUR-4293,Technology,Chairs,Product_65,330.8248656706185,3,0.045820984678235636,96.4034606232426
67,US-2024-609666,2022-06-16,2022-06-23,Same Day,CG-79051,Customer_66,Consumer,United States,Houston,Texas,70269,West,FUR-4459,Office Supplies,Art,Product_66,2079.438216326359,9,0.5771914176382279,77.60564224638028
68,US-2021-242312,2024-12-05,2024-12-12,Second Class,CG-69719,Customer_67,Consumer,United States,Los Angeles,Illinois,52231,Central,FUR-3419,Technology,Phones,Product_67,418.0512440026971,1,0.282309192552304,90.40362191304092
69,US-2024-591450,2023-04-20,2023-04-23,Standard Class,CG-44678,Customer_68,Corporate,United States,Chicago,California,55221,Central,FUR-5224,Furniture,Binders,Product_68,436.46783271305975,6,0.05645295821788779,85.64282006605848
70,US-2022-192493,2023-12-25,2023-12-28,Standard Class,CG-97802,Customer_69,Consumer,United States,Los Angeles,California,22715,West,FUR-8571,Office Supplies,Tables,Product_69,853.8698917422979,1,0.48983126979710145,61.42228762398145
71,US-2022-225149,2021-08-29,2021-09-01,Same Day,CG-86286,Customer_70,Corporate,United States,Houston,California,48398,South,FUR-7363,Technology,Art,Product_70,681.9221438024573,8,0.25840549639507504,59.92951757493964
72,US-2022-853704,2024-10-24,2024-10-31,First Class,CG-39583,Customer_71,Consumer,United States,Chicago,New York,72372,South,FUR-5567,Furniture,Storage,Product_71,608.1795529992825,3,0.2707652066484236,70.9913525955016
73,US-2021-302435,2022-06-20,2022-06-27,Standard Class,CG-18076,Customer_72,Home Office,United States,Chicago,Texas,45324,South,FUR-4524,Office Supplies,Tables,Product_72,59.55848625160365,4,0.3833361045983142,3.0283280035033737
74,US-2022-263834,2024-11-08,2024-11-14,First Class,CG-28006,Customer_73,Home Office,United States,New York,California,29338,West,FUR-7751,Technology,Tables,Product_73,727.830931557739,6,0.573979813862764,19.233158868116874
75,US-2021-370403,2024-12-25,2024-12-30,Same Day,CG-25051,Customer_74,Home Office,United States,Phoenix,Arizona,17387,East,FUR-7237,Office Supplies,Phones,Product_74,342.2406280637468,4,0.22106438210903534,88.38305512595683
76,US-2022-281211,2021-03-24,2021-03-30,Second Class,CG-14314,Customer_75,Consumer,United States,Chicago,Illinois,98708,Central,FUR-6319,Furniture,Tables,Product_75,116.03405285754631,8,0.06475673262312079,22.531904954387596
77,US-2024-376993,2023-09-09,2023-09-15,Standard Class,CG-38670,Customer_76,Consumer,United States,Chicago,New York,36175,Central,FUR-2867,Furniture,Binders,Product_76,541.62538183899,9,0.33954057715160496,99.60979153113476
78,US-2024-443912,2023-08-09,2023-08-13,First Class,CG-77551,Customer_77,Corporate,United States,Houston,Illinois,40795,West,FUR-2375,Office Supplies,Binders,Product_77,556.4075694035324,5,0.043940338493115495,114.97776043293558
79,US-2023-468252,2022-09-03,2022-09-09,Standard Class,CG-20236,Customer_78,Corporate,United States,Chicago,Texas,47429,East,FUR-9130,Furniture,Tables,Product_78,75.4739880870604,1,0.5578148079137731,-3.092400347028015
80,US-2024-976141,2022-07-28,2022-08-03,First Class,CG-45568,Customer_79,Corporate,United States,Houston,Arizona,73105,West,FUR-6401,Furniture,Chairs,Product_79,297.66067491041804,8,0.7673947743380594,-0.09208065052678194
81,US-2023-417013,2021-10-13,2021-10-19,First Class,CG-70314,Customer_80,Corporate,United States,Phoenix,Texas,13801,South,FUR-9803,Office Supplies,Phones,Product_80,2006.4895397230705,2,0.5270070461185054,-123.51486500306493
82,US-2024-163095,2023-09-16,2023-09-22,First Class,CG-26352,Customer_81,Consumer,United States,New York,California,17413,South,FUR-7992,Office Supplies,Tables,Product_81,126.11185888407744,6,0.22031235980068287,16.30281146359074
83,US-2021-217886,2022-04-04,2022-04-09,Same Day,CG-55650,Customer_82,Consumer,United States,New York,Illinois,27665,Central,FUR-4316,Technology,Tables,Product_82,476.8439357991026,6,0.14536191003008278,81.26863750294498
84,US-2024-957342,2024-05-20,2024-05-24,Second Class,CG-20346,Customer_83,Corporate,United States,Phoenix,Arizona,86392,Central,FUR-2598,Technology,Chairs,Product_83,120.84464713167053,7,0.1862268570400719,19.72942145662045
85,US-2023-579926,2021-05-06,2021-05-13,Standard Class,CG-35156,Customer_84,Consumer,United States,Phoenix,Illinois,18187,Central,FUR-5949,Office Supplies,Chairs,Product_84,2080.6469089241546,9,0.17728800253449722,382.918803560039
86,US-2023-385711,2024-12-07,2024-12-10,Second Class,CG-65904,Customer_85,Consumer,United States,Los Angeles,New York,74989,Central,FUR-7572,Furniture,Storage,Product_85,1297.2652734781905,1,0.25106440483561254,123.37433814476489
87,US-2022-135292,2022-03-01,2022-03-08,First Class,CG-24035,Customer_86,Consumer,United States,Chicago,Arizona,35784,South,FUR-1638,Furniture,Phones,Product_86,158.42247077994062,8,0.07787734250251593,40.35847054077762
88,US-2021-174813,2022-07-08,2022-07-12,First Class,CG-26108,Customer_87,Consumer,United States,Chicago,New York,59454,South,FUR-5166,Office Supplies,Chairs,Product_87,549.5548413806556,5,0.7165752461171482,-43.09474402408196
89,US-2024-721424,2022-09-02,2022-09-08,Second Class,CG-12853,Customer_88,Corporate,United States,Chicago,Arizona,23805,East,FUR-1645,Office Supplies,Tables,Product_88,112.71399908441107,6,0.7080963962636062,-3.275630664919433
90,US-2022-675919,2024-03-27,2024-04-03,Second Class,CG-94156,Customer_89,Corporate,United States,Houston,California,51715,Central,FUR-6884,Office Supplies,Chairs,Product_89,59.269578184761365,8,0.492189002854556,7.55147919158717
91,US-2024-109885,2021-04-22,2021-04-28,Standard Class,CG-14176,Customer_90,Consumer,United States,Los Angeles,Illinois,63411,West,FUR-7668,Furniture,Art,Product_90,366.9143970712081,8,0.04953629349842013,86.1426597319127
92,US-2024-285378,2022-02-06,2022-02-11,First Class,CG-35920,Customer_91,Home Office,United States,Chicago,Illinois,52186,East,FUR-1089,Technology,Storage,Product_91,151.29498622256202,7,0.6432005925774129,-1.8613430961785156
93,US-2022-952746,2021-05-02,2021-05-07,Second Class,CG-64850,Customer_92,Corporate,United States,Houston,Texas,83111,East,FUR-1550,Technology,Storage,Product_92,491.9202365656754,7,0.04943086699059629,122.76363417620442
94,US-2022-427231,2021-09-30,2021-10-04,Same Day,CG-16829,Customer_93,Corporate,United States,Houston,Arizona,38093,South,FUR-9251,Furniture,Binders,Product_93,83.03154970346125,1,0.08513697901050543,13.74019093148838
95,US-2022-522381,2024-08-10,2024-08-17,First Class,CG-83927,Customer_94,Home Office,United States,New York,Arizona,84625,Central,FUR-6224,Technology,Phones,Product_94,277.56472042738653,8,0.2602371141154161,64.97693395208985
96,US-2022-560244,2022-02-02,2022-02-07,First Class,CG-94860,Customer_95,Corporate,United States,Houston,New York,32474,East,FUR-6581,Office Supplies,Storage,Product_95,1491.433363693294,3,0.3451762541324482,230.06129353610714
97,US-2022-982430,2022-04-16,2022-04-20,Standard Class,CG-50667,Customer_96,Home Office,United States,Phoenix,Arizona,18154,Central,FUR-5178,Office Supplies,Phones,Product_96,1687.022631407977,5,0.28311116537225534,99.32998854488278
98,US-2024-674100,2023-09-12,2023-09-16,Same Day,CG-75842,Customer_97,Home Office,United States,Houston,Illinois,32064,South,FUR-4479,Furniture,Art,Product_97,2364.4048639378257,4,0.13218382478269117,434.63075552600844
99,US-2022-805860,2024-05-15,2024-05-19,Standard Class,CG-45843,Customer_98,Consumer,United States,Phoenix,Arizona,39398,East,FUR-7091,Furniture,Binders,Product_98,3864.9280528273953,3,0.08970377414541933,838.4806578695855
100,US-2021-572367,2024-02-08,2024-02-15,Same Day,CG-60808,Customer_99,Corporate,United States,Phoenix,Texas,53869,East,FUR-3633,Office Supplies,Tables,Product_99,215.47605754518455,5,0.6875321813635332,3.9949729566535552
101,US-2023-420787,2024-07-25,2024-08-01,Standard Class,CG-40543,Customer_100,Home Office,United States,New York,Texas,19646,West,FUR-7790,Office Supplies,Art,Product_100,27.54213086733042,3,0.29054498076154245,5.697644790681552
102,US-2022-144900,2022-07-23,2022-07-27,Same Day,CG-82780,Customer_101,Consumer,United States,New York,Illinois,69671,South,FUR-4501,Furniture,Phones,Product_101,1338.4303985189376,9,0.17487950248920683,256.69625337599035
103,US-2022-536162,2024-02-12,2024-02-15,Same Day,CG-16611,Customer_102,Corporate,United States,Houston,Illinois,69707,West,FUR-1889,Furniture,Phones,Product_102,105.66582044320745,9,0.3895930852987004,3.8749664647847766
104,US-2024-501067,2023-06-16,2023-06-23,Same Day,CG-98242,Customer_103,Consumer,United States,New York,Illinois,35391,South,FUR-9765,Office Supplies,Phones,Product_103,3480.339806172344,6,0.029458720430361397,913.509395976395
105,US-2022-902720,2023-03-31,2023-04-07,Second Class,CG-94612,Customer_104,Consumer,United States,New York,Arizona,38822,West,FUR-9704,Office Supplies,Tables,Product_104,394.44655141945765,3,0.48022494586580033,48.0896579857956
106,US-2022-172692,2023-05-03,2023-05-06,First Class,CG-56902,Customer_105,Home Office,United States,Chicago,Arizona,47872,South,FUR-8246,Technology,Binders,Product_105,2070.7485905230515,5,0.1987916694796785,395.6836877613291
107,US-2022-560796,2022-12-11,2022-12-18,Same Day,CG-43043,Customer_106,Corporate,United States,Houston,California,97535,South,FUR-5160,Technology,Binders,Product_106,553.1621314107516,8,0.47855713130505956,-8.90841503127676
108,US-2024-500584,2021-11-17,2021-11-24,Second Class,CG-15271,Customer_107,Consumer,United States,Houston,New York,85048,East,FUR-5051,Office Supplies,Phones,Product_107,306.7170859840975,9,0.49130013155669516,-11.637021469136194
109,US-2022-971868,2021-06-28,2021-07-03,Second Class,CG-82867,Customer_108,Home Office,United States,Houston,Arizona,39340,West,FUR-3230,Furniture,Art,Product_108,918.5020876914543,3,0.647379353086917,-52.37539743111665
110,US-2023-851496,2023-06-16,2023-06-19,Standard Class,CG-87089,Customer_109,Home Office,United States,New York,California,91605,West,FUR-6185,Technology,Binders,Product_109,723.8288516903175,5,0.1839238044875791,99.6789488646374
111,US-2024-146403,2021-08-07,2021-08-12,First Class,CG-68745,Customer_110,Consumer,United States,New York,California,14502,West,FUR-8375,Technology,Tables,Product_110,154.00898817389202,2,0.3707717108954242,25.199317224077497
112,US-2023-715458,2023-02-28,2023-03-03,First Class,CG-72077,Customer_111,Consumer,United States,Phoenix,Texas,58020,East,FUR-7197,Office Supplies,Art,Product_111,311.7612733067515,2,0.7695098705534301,-40.21831801520749
113,US-2024-895600,2022-05-07,2022-05-10,Standard Class,CG-69119,Customer_112,Home Office,United States,Los Angeles,Arizona,99543,Central,FUR-3283,Furniture,Tables,Product_112,226.82293551307382,2,0.5816998752676961,19.19844490612327
114,US-2022-412023,2021-03-02,2021-03-05,First Class,CG-21573,Customer_113,Consumer,United States,Los Angeles,California,30971,South,FUR-5984,Furniture,Phones,Product_113,445.35430337597745,6,0.7802750464140468,-29.690731651548845
115,US-2023-159871,2023-12-14,2023-12-21,Standard Class,CG-31409,Customer_114,Consumer,United States,Los Angeles,Texas,68376,West,FUR-1611,Office Supplies,Binders,Product_114,623.4472464213229,3,0.7418925704616832,-57.49027339869852
116,US-2024-582604,2022-06-22,2022-06-26,Second Class,CG-95970,Customer_115,Corporate,United States,Chicago,New York,16037,South,FUR-9629,Furniture,Tables,Product_115,508.65312674142575,5,0.48859887744514563,39.52848848076259
117,US-2021-591862,2023-04-28,2023-05-04,Second Class,CG-34464,Customer_116,Home Office,United States,New York,Texas,60307,East,FUR-7837,Office Supplies,Chairs,Product_116,409.73157225011647,8,0.21114428470571475,62.87849378955238
118,US-2022-132174,2023-09-15,2023-09-19,Same Day,CG-52840,Customer_117,Consumer,United States,Phoenix,New York,37361,South,FUR-8106,Furniture,Art,Product_117,311.91606733072507,5,0.6055393253299334,-23.23927130548425
119,US-2024-855111,2021-03-06,2021-03-13,Standard Class,CG-58785,Customer_118,Home Office,United States,Phoenix,Illinois,24466,East,FUR-8275,Office Supplies,Chairs,Product_118,520.2357750003575,2,0.5584953966498343,59.09244791153333
120,US-2021-323563,2022-08-09,2022-08-16,Second Class,CG-30662,Customer_119,Corporate,United States,Los Angeles,Illinois,19627,Central,FUR-9715,Furniture,Chairs,Product_119,226.7552948316864,6,0.4711120962859182,17.47744574498514
121,US-2024-237653,2021-06-20,2021-06-26,Second Class,CG-28228,Customer_120,Home Office,United States,Chicago,Texas,31593,West,FUR-4577,Office Supplies,Phones,Product_120,2307.121635435852,2,0.5582633827930409,-179.1850638507339
122,US-2021-210155,2024-07-20,2024-07-27,Standard Class,CG-70721,Customer_121,Home Office,United States,Chicago,Illinois,61697,East,FUR-7486,Office Supplies,Phones,Product_121,436.7602379824075,8,0.49086913163620083,7.262569538854635
123,US-2022-433997,2022-06-19,2022-06-22,Second Class,CG-59223,Customer_122,Home Office,United States,Los Angeles,Arizona,95620,South,FUR-3261,Furniture,Chairs,Product_122,1030.2308829346275,2,0.4155032184582772,24.885525328022197
